Season,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,Spd,wRC+,wSB,UBR,wGDP,FB%+,BB%+,LD+%,GB%+,Hard%,Med%,Soft%,Oppo%,Cent%,Pull%,HR/FB,playerid,SS
2015,Cory Spangenberg,Padres,108,303,345,82,56,17,5,4,38,21,28,1,75,2,3,8,4,9,4,0.271,8.10%,21.70%,0.37,0.333,0.399,0.733,0.129,0.344,40,1.6,0.319,6.4,105,0.1,3,0.5,74,102,117,111,25.50%,52.70%,21.80%,33.90%,33.10%,33.10%,7.50%,12294,N
2015,Greg Garcia,Cardinals,49,75,87,18,11,5,0,2,7,4,10,1,12,1,0,1,2,0,0,0.24,11.50%,13.80%,0.83,0.337,0.387,0.724,0.147,0.262,10,0.3,0.318,0.7,102,0,0,0.1,76,145,86,124,28.10%,54.70%,17.20%,28.10%,40.60%,31.30%,13.30%,10951,N
2015,Tommy La Stella,Cubs,33,67,75,18,11,6,0,1,4,11,5,0,7,1,1,0,1,2,0,0.269,6.70%,9.30%,0.71,0.324,0.403,0.727,0.134,0.283,9,0.2,0.317,3.6,99,0.4,-0.4,-0.1,99,84,138,83,23.00%,60.70%,16.40%,27.90%,31.20%,41.00%,5.00%,12371,N
2015,Brandon Phillips,Reds,148,588,623,173,140,19,2,12,69,70,27,1,68,4,3,1,13,23,3,0.294,4.30%,10.90%,0.4,0.328,0.395,0.723,0.1,0.315,71,1.1,0.315,5.4,97,3.1,1.4,-0.7,92,55,116,98,24.40%,58.00%,17.60%,31.50%,33.60%,34.90%,7.60%,791,N
2015,Javier Baez,Cubs,28,76,80,22,15,6,0,1,4,4,4,1,24,0,0,0,0,1,2,0.289,5.00%,30.00%,0.17,0.325,0.408,0.733,0.118,0.412,9,0.1,0.315,1.5,97,-0.6,0.3,0.6,95,63,147,82,32.70%,59.60%,7.70%,32.70%,34.60%,32.70%,6.30%,12979,N
2015,Anthony Rendon,Nationals,80,311,355,82,61,16,0,5,43,25,36,0,70,4,4,0,8,1,2,0.264,10.10%,19.70%,0.51,0.344,0.363,0.707,0.1,0.321,40,0.5,0.315,2.1,97,-0.8,-2.5,-0.7,101,128,100,99,32.70%,54.70%,12.70%,29.00%,32.20%,38.80%,6.20%,12861,N
2015,Josh Harrison,Pirates,114,418,449,120,86,29,1,4,57,28,19,1,71,7,2,3,4,10,8,0.287,4.20%,15.80%,0.27,0.327,0.39,0.717,0.103,0.336,51,0,0.313,4.4,98,-1.4,2.9,0.5,101,53,118,91,29.00%,51.70%,19.30%,28.40%,36.10%,35.50%,3.40%,8202,N
2015,Danny Espinosa,Nationals,118,367,412,88,53,21,1,13,59,37,33,5,106,6,3,3,6,5,2,0.24,8.00%,25.70%,0.31,0.311,0.409,0.719,0.169,0.299,45,-1.2,0.31,4.8,93,0,1.5,0.8,111,101,86,98,27.70%,48.70%,23.60%,26.20%,30.30%,43.50%,14.10%,9219,N
2015,Kolten Wong,Cardinals,150,557,613,146,103,28,4,11,71,61,36,2,95,15,5,0,10,15,8,0.262,5.90%,15.50%,0.38,0.321,0.386,0.707,0.124,0.296,67,-1.8,0.31,5.3,96,-0.4,2.7,0.9,99,74,105,98,27.20%,51.40%,21.40%,23.60%,36.00%,40.50%,7.20%,12532,N
2015,Cesar Hernandez,Phillies,127,405,452,110,85,20,4,1,57,35,40,1,86,2,1,4,6,19,5,0.272,8.80%,19.00%,0.47,0.339,0.348,0.687,0.077,0.342,48,-2.7,0.306,6.4,92,1.6,0.6,0.8,66,111,112,119,23.80%,54.60%,21.60%,30.90%,37.00%,32.10%,1.50%,10556,N
2015,Addison Russell,Cubs,142,475,523,115,72,29,1,13,60,54,42,2,149,3,2,1,8,4,3,0.242,8.00%,28.50%,0.28,0.307,0.389,0.696,0.147,0.324,55,-4,0.304,3.3,90,-0.6,0.4,0.5,123,101,85,90,27.10%,52.60%,20.40%,24.60%,32.80%,42.60%,9.80%,14106,N
2015,Wilmer Flores,Mets,137,483,510,127,89,22,0,16,55,59,19,2,63,4,2,2,12,0,1,0.263,3.70%,12.40%,0.3,0.295,0.408,0.703,0.145,0.273,53,-3.9,0.304,1.6,95,-0.6,1.4,-0.8,112,47,99,92,28.80%,49.50%,21.70%,27.60%,33.50%,38.90%,10.30%,5827,N
2015,Jedd Gyorko,Padres,128,421,458,104,73,15,0,16,34,57,27,1,107,5,5,0,13,0,1,0.247,5.90%,23.40%,0.25,0.297,0.397,0.694,0.15,0.29,47,-4.4,0.301,0.7,93,-0.6,-1.2,-0.8,111,74,98,93,34.80%,50.50%,14.70%,21.60%,37.60%,40.80%,13.70%,10816,N
2015,Ivan De Jesus,Reds,76,201,222,49,33,10,2,4,15,28,19,0,55,1,1,0,3,0,2,0.244,8.60%,24.80%,0.35,0.311,0.373,0.684,0.129,0.315,23,-2.1,0.301,2.9,88,-0.9,0,0.2,80,108,111,109,24.50%,58.50%,17.00%,36.70%,30.60%,32.70%,10.30%,9886,N
2015,Dilson Herrera,Mets,31,90,103,19,12,3,1,3,7,6,11,1,23,2,0,0,2,2,0,0.211,10.70%,22.30%,0.48,0.311,0.367,0.677,0.156,0.25,10,-1.2,0.298,5,91,0.4,0,0,140,134,98,72,25.40%,55.20%,19.40%,17.90%,38.80%,43.30%,9.70%,14335,N
2015,Elian Herrera,Brewers,83,256,277,62,37,18,0,7,29,33,18,1,72,0,2,1,4,3,1,0.242,6.50%,26.00%,0.25,0.29,0.395,0.684,0.152,0.307,27,-3.9,0.296,3.3,83,0.1,0.6,0.3,114,82,116,82,33.20%,47.60%,19.30%,33.70%,25.10%,41.20%,10.00%,5432,N
2015,Scooter Gennett,Brewers,114,375,391,99,71,18,4,6,42,29,12,5,68,4,0,0,11,1,3,0.264,3.10%,17.40%,0.18,0.294,0.381,0.675,0.117,0.309,36,-7.5,0.289,4.1,78,-1.1,4.4,-0.8,90,39,101,107,22.20%,55.70%,22.20%,31.60%,30.90%,37.50%,6.70%,10339,N
2015,Starlin Castro,Cubs,151,547,578,145,109,23,2,11,52,69,21,6,91,5,4,1,18,5,5,0.265,3.60%,15.70%,0.23,0.296,0.375,0.671,0.11,0.298,54,-11.4,0.288,3.1,79,-1.2,0.6,-1.7,87,46,79,119,23.60%,52.90%,23.40%,20.60%,38.60%,40.80%,8.30%,4579,N
2015,Jace Peterson,Braves,152,528,597,126,92,23,5,6,55,52,56,4,120,3,3,7,5,12,10,0.239,9.40%,20.10%,0.47,0.314,0.335,0.649,0.097,0.296,55,-12.5,0.287,4.6,79,-1.8,1.4,1.4,96,118,103,102,26.30%,52.90%,20.80%,27.80%,33.70%,38.50%,4.70%,12325,N
2015,Darnell Sweeney,Phillies,37,85,98,15,7,4,1,3,9,11,13,0,27,0,0,0,1,0,2,0.176,13.30%,27.60%,0.48,0.286,0.353,0.639,0.176,0.218,9,-2.2,0.285,4,77,-0.8,0.5,0.3,130,167,65,95,31.00%,51.70%,17.20%,29.30%,29.30%,41.40%,12.00%,13284,N
2015,Aaron Hill,Diamondbacks,116,313,353,72,48,18,0,6,32,39,31,0,54,1,8,0,9,7,2,0.23,8.80%,15.30%,0.57,0.295,0.345,0.64,0.115,0.253,31,-9,0.281,3.6,70,0.5,0.6,-0.1,115,111,93,92,31.50%,53.20%,15.40%,21.40%,33.30%,45.30%,5.90%,6104,N
2015,Trea Turner,Nationals,27,40,44,9,7,1,0,1,5,1,4,0,12,0,0,0,0,2,2,0.225,9.10%,27.30%,0.33,0.295,0.325,0.62,0.1,0.296,4,-1.2,0.278,4.1,72,-0.4,0.1,0.2,86,114,100,110,10.70%,64.30%,25.00%,25.00%,39.30%,35.70%,12.50%,16252,N
2015,Chase Utley,- - -,107,373,423,79,48,21,2,8,37,39,32,4,64,10,8,0,7,4,0,0.212,7.60%,15.10%,0.5,0.286,0.343,0.629,0.131,0.23,34,-13.3,0.274,4.4,71,0.6,1.2,0,110,95,94,96,30.60%,53.60%,15.80%,20.20%,39.10%,40.70%,7.00%,1679,N
2015,Brandon Drury,Diamondbacks,20,56,59,12,7,3,0,2,3,8,2,0,8,1,0,0,5,0,0,0.214,3.40%,13.60%,0.25,0.254,0.375,0.629,0.161,0.217,5,-1.9,0.274,0.1,65,0,-0.5,-1.2,69,43,97,124,29.20%,43.80%,27.10%,18.80%,33.30%,47.90%,18.20%,11615,N
2015,Dan Uggla,Nationals,67,120,141,22,14,4,2,2,12,16,19,0,40,1,1,0,3,0,1,0.183,13.50%,28.40%,0.48,0.298,0.3,0.598,0.117,0.253,11,-4.6,0.273,4.1,68,-0.5,0.5,-0.1,125,170,82,91,27.20%,50.60%,22.20%,21.00%,28.40%,50.60%,6.10%,3442,N
2015,Ehire Adrianza,Giants,52,113,134,21,13,7,1,0,11,11,15,0,20,4,0,2,2,3,2,0.186,11.20%,14.90%,0.75,0.303,0.265,0.569,0.08,0.226,10,-5.1,0.265,5.1,68,-0.2,0,-0.2,97,141,68,117,17.90%,54.70%,27.40%,17.90%,36.80%,45.30%,0.00%,8418,N
2015,Daniel Castro,Braves,33,96,100,23,18,2,1,2,14,5,3,0,15,0,0,1,4,0,0,0.24,3.00%,15.00%,0.2,0.263,0.344,0.606,0.104,0.266,7,-3.9,0.264,4.1,63,0,0.6,-0.7,75,38,64,136,19.50%,61.00%,19.50%,35.40%,29.30%,35.40%,10.00%,15450,N
2015,Chris Owings,Diamondbacks,147,515,552,117,81,27,5,4,59,43,26,3,144,1,3,7,9,16,4,0.227,4.70%,26.10%,0.18,0.264,0.322,0.587,0.095,0.305,36,-25.8,0.255,6.7,51,1.4,2.3,0.9,103,59,124,86,29.70%,54.30%,16.00%,27.00%,34.70%,38.30%,3.20%,10030,N
2015,Jonathan Herrera,Cubs,73,126,132,29,21,5,1,2,14,14,2,1,23,0,0,4,3,3,0,0.23,1.50%,17.40%,0.09,0.242,0.333,0.576,0.103,0.267,8,-7.1,0.246,6.5,50,0.6,1.2,-0.1,115,19,72,102,15.90%,58.90%,25.20%,27.10%,33.60%,39.30%,5.40%,4182,N
2015,Hector Gomez,Brewers,66,127,134,23,9,11,2,1,15,7,3,0,40,2,0,2,1,0,0,0.181,2.20%,29.90%,0.08,0.212,0.323,0.535,0.142,0.256,6,-8.8,0.231,5.1,38,0,0.3,0.6,110,28,127,80,33.70%,44.90%,21.40%,24.70%,28.10%,47.20%,3.20%,2264,N
2015,Jose Peraza,Dodgers,7,22,25,4,2,1,1,0,3,1,2,1,2,0,0,1,0,3,0,0.182,8.00%,8.00%,1,0.25,0.318,0.568,0.136,0.2,1,-1.7,0.23,10,44,0.6,0.2,0.2,127,101,98,81,9.50%,61.90%,28.60%,47.60%,38.10%,14.30%,0.00%,13593,N
2015,Donovan Solano,Marlins,55,90,94,17,13,3,1,0,6,7,1,0,18,2,0,1,4,0,0,0.189,1.10%,19.10%,0.06,0.215,0.244,0.459,0.056,0.236,2,-8.2,0.204,3.4,24,0,-0.9,-0.4,82,13,53,135,30.10%,52.10%,17.80%,30.10%,38.40%,31.50%,0.00%,8623,N
2015,Luis Sardinas,Brewers,36,97,105,19,18,0,1,0,8,4,6,1,25,0,1,1,3,0,0,0.196,5.70%,23.80%,0.24,0.24,0.216,0.457,0.021,0.26,3,-9.3,0.203,3.3,19,0,0.2,-0.4,75,72,64,135,18.90%,67.60%,13.50%,39.20%,21.60%,39.20%,0.00%,13153,N
2015,Pete Kozma,Cardinals,76,99,111,15,15,0,0,0,15,2,10,2,21,1,0,1,0,3,1,0.152,9.00%,18.90%,0.48,0.236,0.152,0.388,0,0.192,1,-11.8,0.18,5.3,8,0.2,1.6,0.7,165,113,75,64,10.10%,65.80%,24.10%,36.70%,41.80%,21.50%,0.00%,2539,N
2015,Arismendy Alcantara,Cubs,11,26,32,2,2,0,0,0,5,1,5,0,11,0,0,1,0,1,0,0.077,15.60%,34.40%,0.45,0.226,0.077,0.303,0,0.133,0,-3.7,0.168,6.1,-4,0.2,0.5,0.2,86,197,67,125,6.30%,75.00%,18.80%,25.00%,31.30%,43.80%,0.00%,10711,N
2015,Wilmer Difo,Nationals,15,11,11,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.182,0.00%,18.20%,0,0.182,0.182,0.364,0,0.222,0,-1.3,0.16,2.6,-9,0,0.2,0.1,67,0,104,122,22.20%,55.60%,22.20%,11.10%,22.20%,66.70%,0.00%,14320,N
2015,Yadiel Rivera,Brewers,7,14,15,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0.071,0.00%,26.70%,0,0.071,0.071,0.143,0,0.1,-1,-3,0.063,0.1,-77,0,0,0.2,60,0,0,176,0.00%,63.60%,36.40%,27.30%,0.00%,72.70%,0.00%,11863,N
2014,Pete Kozma,Cardinals,14,23,26,7,4,3,0,0,4,0,3,0,4,0,0,0,0,0,0,0.304,11.50%,15.40%,0.75,0.385,0.435,0.819,0.13,0.368,4,1.1,0.365,2,135,0,0.4,0.2,62,147,200,82,36.80%,36.80%,26.30%,31.60%,36.80%,31.60%,0.00%,2539,N
2014,Rickie Weeks Jr.,Brewers,121,252,286,69,41,19,1,8,36,29,25,0,73,8,1,0,7,3,4,0.274,8.70%,25.50%,0.34,0.357,0.452,0.809,0.179,0.355,41,10.7,0.359,3.7,126,-1.2,1.8,-0.6,73,112,87,126,30.00%,53.30%,16.70%,17.80%,42.20%,40.00%,17.80%,1849,N
2014,Kristopher Negron,Reds,49,144,158,39,22,10,1,6,19,17,12,0,40,1,0,1,2,5,0,0.271,7.60%,25.30%,0.3,0.331,0.479,0.81,0.208,0.337,23,5.6,0.356,6,126,0.9,1.2,0,92,97,84,114,31.40%,53.30%,15.20%,31.40%,40.00%,28.60%,18.80%,5306,N
2014,Neil Walker,Pirates,137,512,571,139,88,25,3,23,74,76,45,2,88,11,2,1,12,2,2,0.271,7.90%,15.40%,0.51,0.342,0.467,0.809,0.195,0.288,81,20.1,0.356,3.3,130,-0.9,2.5,-0.4,114,101,108,86,28.60%,52.70%,18.70%,23.20%,34.20%,42.60%,13.90%,7539,Y
2014,Scooter Gennett,Brewers,137,440,474,127,84,31,3,9,55,54,22,5,67,0,4,8,11,6,3,0.289,4.60%,14.10%,0.33,0.32,0.434,0.754,0.145,0.321,57,6,0.326,4.6,104,-0.3,-1.2,-0.7,99,59,119,92,28.70%,53.40%,18.00%,31.80%,36.20%,32.00%,7.10%,10339,N
2014,Chase Utley,Phillies,155,589,664,159,106,36,6,11,74,78,53,12,85,13,9,0,8,10,1,0.27,8.00%,12.80%,0.62,0.339,0.407,0.746,0.138,0.295,79,7.4,0.325,5.3,107,1,2.8,2.8,106,102,117,88,30.40%,56.50%,13.10%,21.10%,35.10%,43.90%,5.90%,1679,N
2014,Daniel Murphy,Mets,143,596,642,172,124,37,2,9,79,57,39,3,86,2,5,0,15,13,5,0.289,6.10%,13.40%,0.45,0.332,0.403,0.734,0.114,0.322,76,6.7,0.324,4.7,110,0.1,0.9,-0.4,86,78,134,95,28.70%,54.40%,16.90%,32.80%,33.40%,33.80%,6.00%,4316,N
2014,Derek Dietrich,Marlins,49,158,183,36,23,6,2,5,31,17,13,0,38,10,0,2,1,1,0,0.228,7.10%,20.80%,0.34,0.326,0.386,0.712,0.158,0.27,21,1.7,0.322,6.1,106,0,0.8,0.9,112,91,91,95,30.30%,51.60%,18.00%,23.00%,27.90%,49.20%,10.90%,10542,N
2014,Joe Panik,Giants,73,269,287,82,69,10,2,1,31,18,16,0,33,0,1,1,4,0,0,0.305,5.60%,11.50%,0.48,0.343,0.368,0.711,0.063,0.343,32,1.6,0.317,2.7,106,-0.3,1.5,0.3,79,71,108,112,24.00%,52.90%,23.10%,27.30%,40.30%,32.40%,1.60%,11936,N
2014,Dilson Herrera,Mets,18,59,66,13,9,0,1,3,6,11,7,0,17,0,0,0,3,0,0,0.22,10.60%,25.80%,0.41,0.303,0.407,0.71,0.186,0.256,7,0.3,0.317,3.1,105,-0.1,-0.1,-0.5,132,136,91,80,16.70%,59.50%,23.80%,33.30%,40.50%,26.20%,15.80%,14335,N
2014,Cliff Pennington,Diamondbacks,68,177,201,45,35,5,3,2,21,10,20,0,36,3,0,1,1,6,1,0.254,10.00%,17.90%,0.56,0.34,0.35,0.69,0.096,0.309,22,0.6,0.314,6.5,94,0.6,1.3,1.1,110,127,99,93,23.90%,55.60%,20.40%,29.60%,34.50%,35.90%,3.80%,3395,N
2014,Dee Gordon,Dodgers,148,609,650,176,138,24,12,2,92,34,31,0,107,4,3,3,3,64,19,0.289,4.80%,16.50%,0.29,0.326,0.378,0.704,0.089,0.346,71,1.1,0.312,8.8,102,5,3,2.2,56,61,101,133,17.30%,59.80%,22.80%,39.00%,31.50%,29.50%,2.30%,8203,N
2014,Asdrubal Cabrera,Nationals,49,175,200,40,24,9,2,5,20,21,22,1,29,0,2,1,4,3,0,0.229,11.00%,14.50%,0.76,0.312,0.389,0.7,0.16,0.245,21,0,0.31,5.4,95,0.4,1.2,0.5,119,141,92,89,34.90%,51.70%,13.40%,25.50%,24.80%,49.70%,8.50%,4962,N
2014,Chone Figgins,Dodgers,38,60,76,13,10,3,0,0,8,1,14,0,15,1,0,1,0,4,1,0.217,18.40%,19.70%,0.93,0.373,0.267,0.64,0.05,0.289,8,-0.1,0.308,4.6,100,0.3,0.8,0.3,86,235,141,91,23.90%,50.00%,26.10%,28.30%,30.40%,41.30%,0.00%,1580,N
2014,Ramon Santiago,Reds,75,179,214,44,34,8,0,2,20,17,24,0,38,3,1,7,1,2,1,0.246,11.20%,17.80%,0.63,0.343,0.324,0.667,0.078,0.3,23,-0.5,0.307,2.7,92,-0.2,-1.6,1.2,98,143,118,93,17.50%,57.70%,24.80%,20.10%,33.60%,46.30%,4.30%,1417,N
2014,Jeff Baker,Marlins,90,208,225,55,38,10,4,3,27,28,13,1,51,1,3,0,8,1,0,0.264,5.80%,22.70%,0.25,0.307,0.394,0.701,0.13,0.331,24,-0.6,0.306,5.6,95,0,-0.2,-1.1,80,74,116,107,35.00%,52.50%,12.50%,31.30%,34.40%,34.40%,6.80%,2073,N
2014,Brandon Phillips,Reds,121,462,499,123,90,25,0,8,44,51,23,1,74,6,6,2,13,2,3,0.266,4.60%,14.80%,0.31,0.306,0.372,0.678,0.106,0.298,50,-3.8,0.3,1.8,88,-1.2,-1.2,-0.6,98,59,106,99,28.50%,50.00%,21.50%,28.50%,39.70%,31.80%,6.10%,791,N
2014,Kolten Wong,Cardinals,113,402,433,100,71,14,3,12,52,42,21,3,71,4,1,5,12,20,4,0.249,4.80%,16.40%,0.3,0.292,0.388,0.68,0.139,0.275,43,-3.6,0.299,6.6,90,2.1,2.8,0,99,62,90,106,25.80%,50.50%,23.70%,26.10%,35.30%,38.60%,11.00%,12532,N
2014,Daniel Descalso,Cardinals,104,161,184,39,28,11,0,0,20,10,20,0,33,2,0,1,2,1,3,0.242,10.90%,17.90%,0.61,0.333,0.311,0.644,0.068,0.305,18,-1.9,0.297,2.5,88,-1.1,0.2,0.1,115,139,82,97,20.90%,54.30%,24.80%,27.90%,35.70%,36.40%,0.00%,8392,N
2014,Tommy La Stella,Braves,93,319,360,80,62,16,1,1,22,31,36,2,40,1,1,3,8,2,1,0.251,10.00%,11.10%,0.9,0.328,0.317,0.644,0.066,0.283,34,-4.9,0.292,2.3,84,-0.3,-3.1,-1,85,128,109,107,27.20%,56.20%,16.60%,30.70%,36.40%,32.90%,1.20%,12371,N
2014,DJ LeMahieu,Rockies,149,494,538,132,107,15,5,5,59,42,33,7,97,2,2,7,13,10,10,0.267,6.10%,18.00%,0.34,0.315,0.348,0.663,0.081,0.322,50,-7.6,0.292,4.7,66,-2.3,0.9,-0.6,68,78,98,125,28.10%,57.60%,14.30%,36.20%,35.70%,28.10%,5.40%,9874,N
2014,Wilmer Flores,Mets,78,259,274,65,45,13,1,6,28,29,12,2,31,1,1,1,6,1,0,0.251,4.40%,11.30%,0.39,0.286,0.378,0.664,0.127,0.265,25,-4,0.291,3.4,87,0,-0.2,0.3,118,56,96,89,27.80%,53.50%,18.70%,25.70%,29.10%,45.20%,6.50%,5827,N
2014,Aaron Hill,Diamondbacks,133,501,541,122,83,26,3,10,52,60,28,0,92,5,7,0,16,4,3,0.244,5.20%,17.00%,0.3,0.287,0.367,0.654,0.124,0.276,50,-8.6,0.289,3.7,77,-0.8,-1.1,-1.2,120,66,117,77,32.20%,52.60%,15.10%,19.70%,36.50%,43.80%,5.80%,6104,N
2014,Emilio Bonifacio,- - -,110,394,426,102,78,17,4,3,47,24,26,2,85,0,0,6,2,26,8,0.259,6.10%,20.00%,0.31,0.305,0.345,0.65,0.086,0.324,39,-6.7,0.289,7,82,1.8,2.6,0.9,75,78,102,118,21.30%,54.90%,23.80%,34.30%,36.20%,29.50%,4.00%,4054,N
2014,Ramiro Pena,Braves,81,147,165,36,27,6,0,3,9,9,13,3,38,0,1,4,0,1,0,0.245,7.90%,23.00%,0.34,0.304,0.347,0.651,0.102,0.308,15,-3.1,0.285,1.9,79,0.1,0,1.2,102,101,109,94,28.30%,57.50%,14.20%,22.10%,39.80%,38.10%,7.90%,8841,N
2014,Darwin Barney,- - -,94,237,262,57,41,11,2,3,24,23,17,2,34,4,2,2,1,1,0,0.241,6.50%,13.00%,0.5,0.3,0.342,0.642,0.101,0.267,23,-5.1,0.285,3.8,80,0,1.1,1,109,83,95,96,25.60%,59.40%,15.00%,24.20%,32.40%,43.50%,3.90%,2430,N
2014,Jordany Valdespin,Marlins,52,98,113,21,15,2,1,3,8,10,9,0,16,0,0,6,1,1,0,0.214,8.00%,14.20%,0.56,0.28,0.347,0.627,0.133,0.228,10,-2.4,0.282,4.1,78,0.1,1.3,0.7,116,102,50,112,25.00%,52.30%,22.70%,22.70%,36.40%,40.90%,10.00%,5098,N
2014,Phil Gosselin,Braves,46,128,136,34,29,4,0,1,17,3,5,0,27,2,0,1,1,2,2,0.266,3.70%,19.90%,0.19,0.304,0.32,0.624,0.055,0.33,12,-3,0.282,3.6,77,-0.5,0.5,0.5,73,47,79,130,26.50%,57.80%,15.70%,30.40%,41.20%,28.40%,4.20%,10953,N
2014,Donovan Solano,Marlins,111,310,340,78,63,11,1,3,26,28,19,0,61,3,1,7,5,1,2,0.252,5.60%,17.90%,0.31,0.3,0.323,0.623,0.071,0.304,29,-7.6,0.281,2.3,77,-0.9,-0.4,1.1,75,71,112,113,27.60%,56.00%,16.30%,35.40%,32.70%,31.90%,4.80%,8623,N
2014,Clint Barmes,Pirates,48,102,116,25,20,5,0,0,15,7,9,2,18,4,1,0,2,1,1,0.245,7.80%,15.50%,0.5,0.328,0.294,0.622,0.049,0.294,10,-2.6,0.28,3.4,79,-0.3,-0.3,-0.1,121,99,101,84,28.20%,50.60%,21.20%,27.10%,31.80%,41.20%,0.00%,1830,N
2014,Danny Espinosa,Nationals,114,333,364,73,48,14,3,8,31,27,18,5,122,12,1,0,5,8,1,0.219,4.90%,33.50%,0.15,0.283,0.351,0.634,0.132,0.319,31,-8.5,0.28,5.9,75,0.9,-0.8,0.8,99,63,104,99,36.30%,43.40%,20.30%,16.50%,29.30%,54.30%,12.30%,9219,N
2014,Greg Garcia,Cardinals,14,14,18,2,1,1,0,0,2,1,1,0,6,3,0,0,0,0,0,0.143,5.60%,33.30%,0.17,0.333,0.214,0.548,0.071,0.25,2,-0.4,0.279,2.6,76,0,0.1,0.2,0,71,0,223,37.50%,50.00%,12.50%,37.50%,37.50%,25.00%,0.00%,10951,N
2014,Chris Valaika,Cubs,44,121,131,28,21,4,0,3,10,13,7,1,35,2,1,0,5,1,0,0.231,5.30%,26.70%,0.2,0.282,0.339,0.621,0.107,0.298,11,-3.4,0.276,2.7,73,0.1,0.1,-0.9,84,68,98,113,28.70%,62.10%,9.20%,27.60%,33.30%,39.10%,12.00%,1165,N
2014,Jedd Gyorko,Padres,111,400,443,84,56,17,1,10,37,51,36,1,100,4,3,0,8,3,2,0.21,8.10%,22.60%,0.36,0.28,0.333,0.612,0.123,0.253,36,-11.7,0.275,2.8,77,-0.5,-0.7,0,101,104,104,97,29.00%,54.10%,16.80%,24.10%,34.00%,41.90%,9.50%,10816,N
2014,Arismendy Alcantara,Cubs,70,278,300,57,34,11,2,10,31,29,17,0,93,2,2,1,3,8,5,0.205,5.70%,31.00%,0.18,0.254,0.367,0.621,0.162,0.266,24,-8.1,0.275,5.6,72,-0.5,2.5,0.8,108,72,57,114,25.50%,54.30%,20.20%,22.30%,27.70%,50.00%,14.70%,10711,N
2014,Matt Duffy,Giants,34,60,64,16,14,2,0,0,5,8,1,0,14,2,0,1,1,0,1,0.267,1.60%,21.90%,0.07,0.302,0.3,0.602,0.033,0.348,5,-1.8,0.273,2.1,75,-0.4,0.5,0.2,76,20,155,92,23.40%,59.60%,17.00%,21.30%,46.80%,31.90%,0.00%,13836,N
2014,Brandon Hicks,Giants,71,204,242,33,18,6,1,8,27,22,32,3,77,2,1,3,5,0,1,0.162,13.20%,31.80%,0.42,0.28,0.319,0.599,0.157,0.208,19,-7.3,0.271,3.2,74,-0.6,2.1,-0.1,154,169,79,69,32.10%,55.70%,12.20%,19.90%,31.30%,48.90%,11.90%,4003,N
2014,Skip Schumaker,Reds,83,247,271,58,44,12,0,2,22,22,18,0,50,1,2,3,3,2,1,0.235,6.60%,18.50%,0.36,0.287,0.308,0.595,0.073,0.284,21,-8.6,0.269,2.6,66,-0.2,0.3,0.2,69,85,96,125,18.30%,66.30%,15.40%,32.70%,38.10%,29.20%,4.30%,3704,N
2014,Logan Watkins,Cubs,31,65,68,16,12,3,0,1,10,6,1,1,16,1,0,1,0,1,0,0.246,1.50%,23.50%,0.06,0.269,0.338,0.607,0.092,0.313,5,-2.4,0.264,5.2,65,0.2,0,0.5,131,19,91,81,20.00%,52.00%,28.00%,22.00%,46.00%,32.00%,4.80%,4875,N
2014,Ed Lucas,Marlins,69,179,189,45,39,5,0,1,19,9,8,0,48,0,0,2,4,1,0,0.251,4.20%,25.40%,0.17,0.283,0.296,0.58,0.045,0.338,13,-7.1,0.261,3.1,64,0,0.4,0.3,63,54,113,123,17.30%,62.40%,20.30%,29.30%,44.40%,26.30%,3.60%,7532,N
2014,Tyler Pastornicky,Braves,28,40,47,8,7,0,1,0,4,2,6,0,11,0,0,1,0,0,1,0.2,12.80%,23.40%,0.55,0.304,0.25,0.554,0.05,0.276,3,-1.8,0.261,4.7,63,-0.4,-0.3,0.1,30,163,82,162,20.00%,50.00%,30.00%,33.30%,36.70%,30.00%,0.00%,6777,N
2014,Cesar Hernandez,Phillies,66,114,125,27,24,2,0,1,13,4,9,1,33,0,1,1,1,1,1,0.237,7.20%,26.40%,0.27,0.29,0.281,0.571,0.044,0.321,8,-5.1,0.257,2.7,61,-0.3,0.9,0.4,61,92,124,119,19.30%,60.20%,20.50%,32.50%,37.40%,30.10%,6.30%,10556,N
2014,Ehire Adrianza,Giants,53,97,106,23,17,6,0,0,10,5,5,1,22,1,1,2,2,1,1,0.237,4.70%,20.80%,0.23,0.279,0.299,0.578,0.062,0.303,7,-4.4,0.256,3,64,-0.3,0,0,116,60,119,79,18.00%,50.00%,32.10%,23.10%,32.10%,44.90%,0.00%,8418,N
2014,Javier Baez,Cubs,52,213,229,36,21,6,0,9,25,20,15,0,95,1,0,0,5,5,1,0.169,6.60%,41.50%,0.16,0.227,0.324,0.551,0.155,0.248,14,-11,0.248,4.8,54,0.5,0.4,-0.1,133,84,65,92,31.40%,50.00%,18.60%,20.30%,31.40%,48.30%,17.00%,12979,N
