,Name,Season,playerid,runsPredicted,HRsPredicted,RBIsPredicted,AVGPredicted,opsPredicted,runsActual,HRsActual,RBIsActuals,AVGActuals,OpsActuals
206,Dustin Pedroia,2019,8370,67.60909829,11.74870416,56.15149367,0.282967267,0.762959376,#N/A,#N/A,#N/A,#N/A,#N/A
207,Daniel Descalso,2019,8392,53.08802569,22.55137115,63.89827395,0.253902767,0.812423636,20,2,15,0.173,0.521
208,Ehire Adrianza,2019,8418,40.29623927,15.78968324,36.48941345,0.261819246,0.745242967,34,5,22,0.272,0.765
209,Brett Wallace,2019,8434,26.69619741,9.697562355,23.39524047,0.193752602,0.723753524,#N/A,#N/A,#N/A,#N/A,#N/A
210,Gerardo Parra,2019,8553,51.611872,7.699561783,54.52136341,0.289840204,0.731514917,38,9,48,0.234,0.684
211,Kendrys Morales,2019,8610,58.33515359,15.86028189,70.2895418,0.246966748,0.800199151,16,2,12,0.194,0.566
212,Paulo Orlando,2019,8628,62.14063337,5.896356397,47.64749688,0.302775993,0.694366236,#N/A,#N/A,#N/A,#N/A,#N/A
213,Elvis Andrus,2019,8709,69.3690548,14.76481833,55.00217201,0.275291503,0.740190608,81,12,72,0.275,0.707
214,Jason Castro,2019,8722,48.2557034,12.14846476,40.98793204,0.242369659,0.765904966,39,13,30,0.232,0.767
215,Conor Gillaspie,2019,9009,19.22309498,12.20649641,23.57558749,0.264622711,0.674090079,#N/A,#N/A,#N/A,#N/A,#N/A
216,Gordon Beckham,2019,9015,28.51819568,6.957230022,43.63852911,0.230013236,0.688244431,29,6,15,0.215,0.643
217,Ezequiel Carrera,2019,9048,47.37865635,10.34715007,35.91114016,0.260824192,0.706325832,#N/A,#N/A,#N/A,#N/A,#N/A
218,Justin Smoak,2019,9054,68.49315399,25.45071515,65.01073085,0.247452783,0.829476036,54,22,61,0.208,0.748
219,Lorenzo Cain,2019,9077,92.24980166,6.313223229,52.42468035,0.305040213,0.802977745,75,11,48,0.26,0.697
220,Khris Davis,2019,9112,79.20299954,23.76683088,105.4449062,0.23089456,0.854453665,61,23,73,0.22,0.679
221,Tyler Flowers,2019,9134,41.39340286,16.50704488,31.40084608,0.265348709,0.790539043,36,11,34,0.229,0.733
222,Buster Posey,2019,9166,65.99512021,9.28081847,51.9934442,0.304272565,0.781181107,43,7,38,0.257,0.688
223,Logan Morrison,2019,9205,49.87980855,22.75794402,49.74699088,0.204340051,0.786575679,#N/A,#N/A,#N/A,#N/A,#N/A
224,Paul Goldschmidt,2019,9218,98.56854797,23.93305175,70.44418018,0.296641631,0.898099893,97,34,97,0.26,0.821
225,Danny Espinosa,2019,9219,50.63441769,17.69851198,52.03876693,0.220357849,0.742045412,#N/A,#N/A,#N/A,#N/A,#N/A
226,Starling Marte,2019,9241,69.50775644,13.6259599,52.90032038,0.279131057,0.725010096,97,23,82,0.295,0.845
227,Keon Broxton,2019,9253,48.70883931,13.55464332,41.81626095,0.247764733,0.768642828,24,6,16,0.167,0.517
228,A.J. Pollock,2019,9256,59.51713815,25.21622356,71.53044166,0.258210891,0.781279878,49,15,47,0.266,0.795
229,Chris Davis,2019,9272,55.97693122,13.79785677,66.71861831,0.181231588,0.808969656,26,12,36,0.179,0.601
230,Chris Herrmann,2019,9284,23.44596129,4.502694606,28.23647083,0.173300804,0.71915327,#N/A,#N/A,#N/A,#N/A,#N/A
231,Brock Holt,2019,9345,43.07202947,9.42596936,36.48021985,0.264302012,0.706018322,38,3,31,0.297,0.771
232,Evan Longoria,2019,9368,68.56359435,19.33218199,90.81548656,0.256404054,0.781870758,59,20,69,0.254,0.762
233,Matt Adams,2019,9393,37.20076844,26.0233048,44.69132232,0.240403691,0.743833597,42,20,56,0.226,0.741
234,Jeremy Hazelbaker,2019,9399,18.58127688,11.76473714,39.40573336,0.219482793,0.664012939,#N/A,#N/A,#N/A,#N/A,#N/A
235,David Freese,2019,9549,49.06936851,6.388920318,44.90903185,0.282609653,0.734359321,35,11,29,0.315,1.002
236,Yan Gomes,2019,9627,43.75231801,18.44319967,48.71549982,0.247447324,0.750864432,36,12,43,0.223,0.704
237,Shawn O'Malley,2019,9629,21.33291295,-2.062518647,10.30037929,0.228752024,0.622904377,#N/A,#N/A,#N/A,#N/A,#N/A
238,Adam Rosales,2019,9682,39.87114206,17.78286613,51.76585978,0.239741429,0.726049226,#N/A,#N/A,#N/A,#N/A,#N/A
239,Justin Bour,2019,9744,52.69599104,19.82944708,58.77739182,0.245994673,0.799604443,18,8,26,0.172,0.623
240,Christian Vazquez,2019,9774,25.08218181,-1.214855248,16.77091362,0.241792606,0.659584642,66,23,72,0.276,0.798
241,Jason Kipnis,2019,9776,66.91024553,15.68382166,66.65993423,0.240839924,0.784575829,52,17,65,0.245,0.715
242,Nolan Arenado,2019,9777,93.40112606,27.93874789,99.25947577,0.290985725,0.852653709,102,41,118,0.315,0.962
243,Kyle Seager,2019,9785,72.42644606,21.26295057,79.77003218,0.240439218,0.811503855,55,23,63,0.239,0.789
244,Ryan Goins,2019,9807,50.3194148,3.776568467,61.25516624,0.241929854,0.69503703,13,2,10,0.25,0.681
245,Brian Dozier,2019,9810,85.27283386,28.09065414,79.48324225,0.240153153,0.825524038,54,20,50,0.238,0.771
246,Andrew McCutchen,2019,9847,85.3613071,21.90182293,84.04660504,0.269180587,0.867375748,45,10,29,0.256,0.834
247,Austin Jackson,2019,9848,41.83648227,5.574839277,31.37120553,0.281870155,0.712812496,#N/A,#N/A,#N/A,#N/A,#N/A
248,DJ LeMahieu,2019,9874,80.17782227,3.147356331,80.87576951,0.289955455,0.778057118,109,26,102,0.327,0.893
249,Ivan De Jesus,2019,9886,25.08241072,-5.897509375,12.80680452,0.253944161,0.647359195,#N/A,#N/A,#N/A,#N/A,#N/A
250,Jay Bruce,2019,9892,52.77527119,21.97350409,49.77719468,0.239927565,0.787559071,43,26,59,0.216,0.784
251,Colby Rasmus,2019,9893,43.49403016,22.57502486,55.97452906,0.203843744,0.776221691,#N/A,#N/A,#N/A,#N/A,#N/A
252,Chris Carter,2019,9911,49.66384968,18.76690186,67.33863856,0.226720761,0.77386444,#N/A,#N/A,#N/A,#N/A,#N/A
253,Brett Gardner,2019,9927,90.08395614,9.028785627,71.44241926,0.246881351,0.775184762,86,28,74,0.251,0.829
254,Trayce Thompson,2019,9952,31.23193173,13.73786825,26.67140544,0.206653158,0.688782983,#N/A,#N/A,#N/A,#N/A,#N/A
255,Ryan Schimpf,2019,9953,45.97121432,29.55790026,61.36429929,0.222696608,0.7896983,#N/A,#N/A,#N/A,#N/A,#N/A
256,Steve Pearce,2019,9957,38.88287662,25.20162953,39.78722698,0.269167593,0.73851811,#N/A,#N/A,#N/A,#N/A,#N/A
257,Michael Saunders,2019,9981,49.474791,15.52073013,46.93002475,0.239330412,0.741497284,#N/A,#N/A,#N/A,#N/A,#N/A
258,Christian Bethancourt,2019,10028,13.81849529,8.040489969,20.5237706,0.226162245,0.627086787,#N/A,#N/A,#N/A,#N/A,#N/A
259,Chris Owings,2019,10030,36.03649478,7.882482896,39.09657029,0.242681267,0.725748129,13,3,14,0.139,0.443
260,Wil Myers,2019,10047,62.00096863,22.86953036,59.63372302,0.252961202,0.817916357,58,18,53,0.239,0.739
261,Max Stassi,2019,10059,25.17540489,14.37885541,20.5157044,0.231089868,0.708805066,7,1,5,0.136,0.378
262,Jonathan Villar,2019,10071,66.63195005,7.926722083,46.61630063,0.255383134,0.739304063,111,24,73,0.274,0.792
263,Mike Trout,2019,10155,96.33278967,31.21882457,80.69341842,0.304419266,0.912254061,110,45,104,0.291,1.083
264,Billy Hamilton,2019,10199,78.06120045,3.709668024,54.53781366,0.241741108,0.703248012,41,0,15,0.218,0.564
265,Tucker Barnhart,2019,10200,55.68143925,13.26877146,50.25327273,0.262529877,0.782925833,32,11,40,0.231,0.708
266,Jose Iglesias,2019,10231,57.41719212,9.834533749,42.21041615,0.268458569,0.694242185,62,11,59,0.288,0.724
267,Randal Grichuk,2019,10243,51.91977667,29.73893452,61.06694235,0.236091716,0.757619544,75,31,80,0.232,0.738
268,Brandon Belt,2019,10264,61.82839458,19.03687379,49.34669267,0.264641738,0.837505042,76,17,57,0.234,0.742
269,Oswaldo Arcia,2019,10306,15.51010827,17.20985288,25.0822812,0.190377489,0.69410754,#N/A,#N/A,#N/A,#N/A,#N/A
270,Danny Santana,2019,10322,19.75609129,3.18531782,17.20574659,0.244628148,0.657836253,81,28,81,0.283,0.857
271,Rafael Ortega,2019,10323,17.6204958,-3.277701652,4.546239579,0.24277153,0.605206471,#N/A,#N/A,#N/A,#N/A,#N/A
272,Marcell Ozuna,2019,10324,83.69117367,20.66771405,71.07107698,0.289790119,0.822621233,80,29,89,0.243,0.804
273,Scooter Gennett,2019,10339,75.56939247,21.31514708,70.2465902,0.297147556,0.786310882,15,2,11,0.226,0.568
274,John Ryan Murphy,2019,10346,13.37786624,16.75067959,26.63365409,0.206738732,0.711446037,#N/A,#N/A,#N/A,#N/A,#N/A
275,Domingo Santana,2019,10348,45.54572341,11.89756538,44.36424998,0.275281792,0.771234834,63,21,69,0.253,0.77
276,Tommy Joseph,2019,10349,51.37540039,19.2068138,62.33200114,0.246721631,0.746092623,#N/A,#N/A,#N/A,#N/A,#N/A
277,Adeiny Hechavarria,2019,10459,36.45732088,6.119613032,52.47542258,0.255128853,0.716221856,34,9,33,0.241,0.742
278,Enrique Hernandez,2019,10472,51.63173771,21.08936034,59.24680186,0.238770596,0.76472659,57,17,64,0.237,0.715
279,Cheslor Cuthbert,2019,10473,57.23289125,14.93190684,48.44673439,0.281271253,0.728960648,24,9,40,0.246,0.673
280,Derek Dietrich,2019,10542,63.10780468,16.42912958,55.88338877,0.268690521,0.758428942,41,19,43,0.187,0.79
281,Cesar Hernandez,2019,10556,90.13940251,9.935523408,56.748984,0.269165661,0.768081895,77,14,71,0.279,0.741
282,Carlos Perez,2019,10642,21.63503496,5.806492069,30.97484963,0.223347797,0.640418124,#N/A,#N/A,#N/A,#N/A,#N/A
283,Corey Dickerson,2019,10762,68.90205644,12.91811222,65.42708093,0.285411596,0.762050992,33,12,59,0.304,0.906
284,Tyler Saladino,2019,10807,40.70135156,9.084054693,36.19362279,0.242977876,0.686275353,#N/A,#N/A,#N/A,#N/A,#N/A
285,Jurickson Profar,2019,10815,66.23368148,14.29021452,56.56975173,0.250598381,0.768228016,65,20,67,0.218,0.711
286,Jedd Gyorko,2019,10816,51.9606289,19.85597109,61.66134277,0.265325173,0.763158931,6,2,9,0.174,0.498
287,Andrelton Simmons,2019,10847,80.60471537,19.82932108,76.43097119,0.292521495,0.758889214,47,7,40,0.264,0.673
288,Adam Duvall,2019,10950,57.22410771,23.07951236,73.02673597,0.215449944,0.774813289,17,10,19,0.267,0.882
289,Greg Garcia,2019,10951,29.52799183,-5.202082712,18.65652723,0.238890462,0.671524801,52,4,31,0.248,0.718
290,Phil Gosselin,2019,10953,29.63139484,-2.97093861,21.56685289,0.279289394,0.644780893,#N/A,#N/A,#N/A,#N/A,#N/A
291,Evan Gattis,2019,11003,44.21034746,25.11500002,76.83826602,0.228359809,0.731193099,#N/A,#N/A,#N/A,#N/A,#N/A
292,Kevin Kiermaier,2019,11038,47.40923039,9.286227442,39.69596862,0.238724861,0.710308407,60,14,55,0.228,0.676
293,Cameron Rupp,2019,11146,45.70413987,12.17516789,45.19073119,0.241983936,0.727397279,#N/A,#N/A,#N/A,#N/A,#N/A
294,Ramon Flores,2019,11165,29.90062368,-0.683282155,35.24612364,0.216645768,0.673998479,#N/A,#N/A,#N/A,#N/A,#N/A
295,Kole Calhoun,2019,11200,70.19312566,16.42740361,81.12156533,0.2267197,0.829890815,92,33,74,0.232,0.792
296,Adam Eaton,2019,11205,68.14674133,4.982091415,34.09006859,0.300389825,0.758639782,103,15,49,0.279,0.792
297,Matt Szczur,2019,11255,36.93297505,11.61379059,31.29861066,0.252970086,0.68642798,#N/A,#N/A,#N/A,#N/A,#N/A
298,Jonathan Schoop,2019,11265,64.86634712,19.92603378,76.94465355,0.24119319,0.727154143,61,23,59,0.256,0.777
299,Aaron Altherr,2019,11270,35.29953165,9.827463459,35.73504942,0.212094815,0.739121948,#N/A,#N/A,#N/A,#N/A,#N/A
300,Whit Merrifield,2019,11281,92.92669,12.36329829,80.91168397,0.298440742,0.812989746,105,16,74,0.302,0.811
301,Jake Marisnick,2019,11339,25.88958302,12.1877869,30.85369446,0.21232194,0.672128894,46,10,34,0.233,0.7
302,Jesus Aguilar,2019,11342,60.82772532,25.79499898,95.00569273,0.263489994,0.826800292,39,12,50,0.236,0.714
303,Yasmani Grandal,2019,11368,56.72132836,24.51014089,61.81155082,0.244130431,0.80604523,79,28,77,0.246,0.848
304,Brett Eibner,2019,11369,13.83164302,7.064516963,23.9072836,0.188119289,0.652491317,#N/A,#N/A,#N/A,#N/A,#N/A
305,Delino DeShields,2019,11379,51.04223587,0.53139985,31.30928839,0.243479945,0.703510907,42,4,32,0.249,0.672
306,Tyler Holt,2019,11391,25.28268313,-8.264964029,10.46029444,0.242826206,0.647195,#N/A,#N/A,#N/A,#N/A,#N/A
307,Ronald Torreyes,2019,11400,38.85137221,10.15661679,40.03404794,0.287454,0.59333809,#N/A,#N/A,#N/A,#N/A,#N/A
308,Gary Sanchez,2019,11442,47.01672054,27.58148603,56.62744474,0.209413695,0.763226668,62,34,77,0.232,0.841
309,Mark Canha,2019,11445,50.75375494,21.05342822,47.73652971,0.246760119,0.765297789,80,26,58,0.273,0.913
310,Tony Wolters,2019,11470,25.4960991,-2.043070114,18.78688287,0.207447739,0.64078116,42,1,42,0.262,0.666
311,Dixon Machado,2019,11472,18.56946818,5.856165786,16.78781168,0.220792418,0.683185122,#N/A,#N/A,#N/A,#N/A,#N/A
312,Odubel Herrera,2019,11476,74.29546015,11.58802588,54.06586868,0.262081373,0.728040231,12,1,16,0.222,0.629
313,Christian Yelich,2019,11477,100.9761823,17.37641441,76.67208945,0.300903118,0.856678755,100,44,97,0.329,1.1
314,Michael A. Taylor,2019,11489,47.74557337,13.72297073,33.83230247,0.246183407,0.713301735,#N/A,#N/A,#N/A,#N/A,#N/A
315,Manny Machado,2019,11493,92.71161551,24.40405586,98.09658503,0.281212553,0.833239142,81,32,85,0.256,0.796
316,Bryce Harper,2019,11579,87.49490299,23.65343617,98.62826526,0.264249557,0.877435578,98,35,114,0.26,0.882
317,Yolmer Sanchez,2019,11602,74.9061827,8.118209255,64.75847204,0.251126493,0.748895147,59,2,43,0.252,0.638
318,Willson Contreras,2019,11609,56.56521462,15.79495437,48.57111744,0.263724205,0.738681958,57,24,64,0.272,0.888
319,Rosell Herrera,2019,11611,31.08393161,2.535118976,27.07538652,0.245956678,0.709816736,10,2,11,0.2,0.602
320,Brandon Drury,2019,11615,58.7471265,16.30895744,55.74104736,0.264302935,0.739961136,43,15,41,0.218,0.642
321,Elias Diaz,2019,11680,28.09969773,8.743468289,31.51248464,0.269043516,0.682807106,31,2,28,0.241,0.603
322,Nicholas Castellanos,2019,11737,84.52659111,24.49224864,77.26868801,0.292074762,0.866280483,100,27,73,0.289,0.863
323,Christian Villanueva,2019,11738,43.1262803,26.6816643,42.26817065,0.227692196,0.715725373,#N/A,#N/A,#N/A,#N/A,#N/A
324,J.T. Realmuto,2019,11739,73.77593134,22.80269573,65.86727928,0.278738408,0.771456172,92,25,83,0.275,0.82
325,Leonys Martin,2019,11846,52.26488315,19.45764905,52.85700029,0.262482625,0.751251841,32,9,19,0.199,0.619
326,Tyler Austin,2019,11850,23.95130011,15.87877655,49.84412446,0.201812124,0.721494836,30,9,24,0.188,0.705
327,Ronny Rodriguez,2019,11875,13.03798991,8.764036252,23.95334675,0.228082744,0.667661553,29,14,43,0.221,0.69
328,Joc Pederson,2019,11899,51.60405705,23.66161797,55.21166855,0.233251532,0.773649022,83,36,74,0.249,0.876
329,Joe Panik,2019,11936,54.52279225,7.36166383,59.83687616,0.272244366,0.719979411,50,5,39,0.244,0.651
330,Travis Shaw,2019,11982,75.75713379,24.877467,81.72271841,0.246914695,0.825070279,22,7,16,0.157,0.551
331,Cody Asche,2019,11997,18.79357383,11.29833372,21.32310426,0.225842636,0.697697954,#N/A,#N/A,#N/A,#N/A,#N/A
332,Niko Goodrum,2019,12092,62.42525927,15.40581927,52.88440534,0.24459593,0.779905754,61,12,45,0.248,0.743
333,Kennys Vargas,2019,12101,30.0932125,11.51248374,29.73273957,0.241418152,0.66991997,#N/A,#N/A,#N/A,#N/A,#N/A
334,Max Kepler,2019,12144,72.5214865,19.89591218,66.48166614,0.23997873,0.799154228,98,36,90,0.252,0.855
335,Nick Ahmed,2019,12147,54.96810168,11.27369836,63.58535093,0.233427373,0.758362662,79,19,82,0.254,0.753
336,Eddie Rosario,2019,12155,74.88705605,21.66485616,70.63239348,0.281045799,0.762447551,91,32,109,0.276,0.8
337,Austin Barnes,2019,12158,31.89410266,7.222869534,13.65842147,0.235913784,0.71517726,28,5,25,0.203,0.633
338,Ben Gamel,2019,12160,50.14211244,5.835454362,31.13950333,0.278882899,0.71105172,47,7,33,0.248,0.71
339,Xander Bogaerts,2019,12161,84.32223698,21.16580909,76.1891244,0.283025895,0.801559578,110,33,117,0.309,0.939
340,Miguel Sano,2019,12164,40.83994996,19.16606595,46.34745715,0.229682928,0.791415215,76,34,79,0.247,0.923
341,Jorge Bonifacio,2019,12174,35.70820867,15.48100979,33.21392232,0.244293596,0.748603278,#N/A,#N/A,#N/A,#N/A,#N/A
342,Maikel Franco,2019,12179,61.45610293,19.9803394,66.5789515,0.247672956,0.717933859,48,17,56,0.234,0.705
343,Jorge Alfaro,2019,12180,44.25150848,2.293732954,32.7535985,0.283791965,0.726659669,44,18,57,0.262,0.736
344,Scott Schebler,2019,12225,54.86200777,20.40607886,54.85848259,0.24250068,0.761902971,#N/A,#N/A,#N/A,#N/A,#N/A
345,Rougned Odor,2019,12282,68.41028139,24.01596704,75.38259096,0.243491557,0.806936844,77,30,93,0.205,0.721
346,Kevan Smith,2019,12284,29.45441804,0.828947876,33.56576617,0.274296028,0.60939979,21,5,20,0.251,0.71
347,Cory Spangenberg,2019,12294,46.34038739,5.322269197,27.2935298,0.245556406,0.728933885,11,2,10,0.232,0.635
348,Jace Peterson,2019,12325,27.7301626,5.531619358,20.43971808,0.223306037,0.689573922,14,2,11,0.22,0.599
349,Taylor Motter,2019,12399,23.87183226,18.5427845,25.84480069,0.19998531,0.693344891,#N/A,#N/A,#N/A,#N/A,#N/A
350,Ryan Rua,2019,12409,36.93621939,7.50445815,30.03968542,0.257579701,0.693116514,#N/A,#N/A,#N/A,#N/A,#N/A
351,Kevin Pillar,2019,12434,70.0271843,15.21335977,73.75607314,0.253112515,0.747881294,83,21,88,0.259,0.719
352,T.J. Rivera,2019,12495,27.54441851,16.82298225,26.18338327,0.290357923,0.663184856,#N/A,#N/A,#N/A,#N/A,#N/A
353,Jett Bandy,2019,12508,15.57213513,16.80839824,42.22740784,0.238754203,0.65792299,#N/A,#N/A,#N/A,#N/A,#N/A
354,Curt Casali,2019,12510,16.62589812,18.28936422,20.34982361,0.189906897,0.716997184,24,8,32,0.251,0.741
355,Kolten Wong,2019,12532,52.36111577,10.76725738,45.85719817,0.264430972,0.70246376,61,11,59,0.285,0.784
356,Marcus Semien,2019,12533,76.51177909,18.88094735,75.22740397,0.255051259,0.785549916,123,33,92,0.285,0.892
357,C.J. Cron,2019,12546,56.86034877,23.41989469,70.87439618,0.246916402,0.772549904,51,25,78,0.253,0.78
358,John Hicks,2019,12547,33.28636885,9.241174927,27.78608842,0.271197612,0.722501774,29,13,35,0.21,0.62
359,Eugenio Suarez,2019,12552,79.62100695,24.07674862,84.8200148,0.268743763,0.860488121,87,49,103,0.271,0.93
360,Trevor Story,2019,12564,78.51656995,27.74769651,73.77445794,0.277793993,0.836776906,111,35,85,0.294,0.917
361,Alex Dickerson,2019,12649,33.76439718,19.40235581,37.6941422,0.26098695,0.726796507,29,6,28,0.276,0.82
362,Billy Burns,2019,12701,36.08254327,-6.002446189,27.10915129,0.238502965,0.568329604,#N/A,#N/A,#N/A,#N/A,#N/A
363,Brad Miller,2019,12775,36.45775302,9.482104131,42.44469328,0.250005709,0.768872571,26,13,25,0.26,0.894
364,George Springer,2019,12856,84.06196457,18.09939244,69.23090382,0.265040951,0.801261228,96,39,96,0.292,0.974
365,Brian Goodwin,2019,12858,29.39737425,24.12290479,49.37033611,0.245093897,0.710689485,65,17,47,0.262,0.796
366,James McCann,2019,12859,41.95941713,8.145770412,43.66371049,0.236405811,0.755434945,62,18,60,0.273,0.789
367,Anthony Rendon,2019,12861,87.19681112,25.45343397,95.39683476,0.301796623,0.823620233,117,34,126,0.319,1.01
368,Gregory Polanco,2019,12907,62.19120475,24.0006499,74.26250322,0.255640663,0.761444779,23,6,17,0.242,0.726
369,Francisco Lindor,2019,12916,98.29566614,23.71391011,87.65451113,0.273059151,0.847985157,101,32,74,0.284,0.854
370,Alen Hanson,2019,12926,28.61619916,18.89920543,40.79589347,0.243365346,0.625002683,#N/A,#N/A,#N/A,#N/A,#N/A
371,Brandon Nimmo,2019,12927,66.64905541,17.70999657,39.15194181,0.278005832,0.804850575,34,8,29,0.221,0.783
372,Jose Osuna,2019,12937,17.71327841,9.643419309,28.52239872,0.226554775,0.634390256,41,10,36,0.264,0.766
373,Austin Hedges,2019,12976,34.05785511,20.51837109,41.88495338,0.225758802,0.719148148,28,11,36,0.176,0.563
374,Javier Baez,2019,12979,77.00956764,21.99629283,72.47471137,0.272749613,0.75312325,89,29,85,0.281,0.847
375,Jackie Bradley Jr.,2019,12984,73.33895866,18.31653263,63.95486855,0.246337515,0.797467483,69,21,62,0.225,0.738
376,Kelby Tomlinson,2019,13005,29.64405371,-11.50391851,22.39328683,0.253555826,0.640073066,#N/A,#N/A,#N/A,#N/A,#N/A
377,Teoscar Hernandez,2019,13066,62.00733158,18.41375457,66.63283717,0.24133597,0.785834569,58,26,65,0.23,0.778
378,Nori Aoki,2019,13075,55.14697847,5.302490083,47.30593433,0.268868278,0.696289761,#N/A,#N/A,#N/A,#N/A,#N/A
379,Yoenis Cespedes,2019,13110,56.19469998,21.25891574,60.89694757,0.272695423,0.771742982,#N/A,#N/A,#N/A,#N/A,#N/A
380,Mikie Mahtook,2019,13130,29.00992728,15.68744626,39.76920532,0.215115279,0.683996011,#N/A,#N/A,#N/A,#N/A,#N/A
381,Josh Bell,2019,13145,72.30503014,12.13128132,73.25914505,0.264844379,0.796633132,94,37,116,0.277,0.936
382,Jorge Polanco,2019,13152,47.55264032,14.41414608,43.16051309,0.283482725,0.723930313,107,22,79,0.295,0.841
383,Nicky Delmonico,2019,13157,31.9517263,11.216099,31.12493599,0.221331568,0.695223376,#N/A,#N/A,#N/A,#N/A,#N/A
384,Blake Swihart,2019,13176,18.16242397,6.981174075,9.686597152,0.241150864,0.666118985,#N/A,#N/A,#N/A,#N/A,#N/A
385,Tyler Goeddel,2019,13180,19.17687256,-3.881294421,19.01226849,0.194252672,0.632730585,#N/A,#N/A,#N/A,#N/A,#N/A
386,Orlando Arcia,2019,13185,44.99600795,0.941845772,33.42266018,0.246693444,0.669289935,51,15,59,0.223,0.633
387,Mike Zunino,2019,13265,40.4750659,31.13907292,50.6279307,0.211961841,0.763853121,30,9,32,0.165,0.544
388,Joey Rickard,2019,13277,26.45309268,14.73517713,20.57917092,0.244694663,0.663917428,14,3,10,0.226,0.669
389,Max Muncy,2019,13301,70.83343933,32.8881578,64.48752902,0.255097488,0.881992673,101,35,98,0.251,0.889
390,Jake Lamb,2019,13329,48.73632853,16.03795532,57.23552591,0.235813516,0.780555275,26,6,30,0.193,0.676
391,Omar Narvaez,2019,13338,40.55967979,4.754949787,18.4019446,0.269624577,0.72172198,63,22,55,0.278,0.813
392,Luke Maile,2019,13355,27.62981889,11.1631373,24.53153283,0.268901287,0.715014001,9,2,9,0.151,0.44
393,Tyler Naquin,2019,13359,52.92148801,16.79234836,44.43238454,0.306105954,0.774194792,34,10,34,0.288,0.792
394,Stephen Piscotty,2019,13367,68.98255175,18.09657796,69.72093966,0.256596749,0.79848527,46,13,44,0.249,0.72
395,Jose Ramirez,2019,13510,100.1985697,32.48294501,93.68509782,0.278780038,0.842060102,68,23,83,0.255,0.806
396,Jesse Winker,2019,13590,48.27080037,12.8071984,25.26439266,0.315159517,0.818106579,51,16,38,0.269,0.83
397,Jose Peraza,2019,13593,77.18972391,7.816762518,60.16052984,0.283791009,0.72348322,37,6,33,0.239,0.631
398,Mallex Smith,2019,13608,63.00135754,1.793005608,34.58785457,0.283989578,0.701419924,70,6,37,0.227,0.635
399,Mookie Betts,2019,13611,102.6441677,32.9507003,88.79352344,0.318345795,0.862646099,135,29,80,0.295,0.915
400,Ketel Marte,2019,13613,58.90731111,9.926860852,49.11074128,0.265563544,0.745445603,97,32,92,0.329,0.981
401,Jeimer Candelario,2019,13621,77.77508851,20.68773736,78.42959928,0.231532677,0.808731657,33,8,32,0.203,0.643
402,Corey Seager,2019,13624,77.95938867,17.01953224,61.27905941,0.282049629,0.811633233,82,19,87,0.272,0.817
403,David Dahl,2019,13744,31.94052224,21.61647003,36.32731082,0.275362655,0.709582081,67,15,61,0.302,0.877
404,Chris Taylor,2019,13757,81.25942015,17.57516219,67.22594417,0.270199882,0.815155224,52,12,52,0.262,0.794
405,Travis Jankowski,2019,13768,51.62774185,-3.869373366,19.77004997,0.255010581,0.692379129,#N/A,#N/A,#N/A,#N/A,#N/A
406,Adalberto Mondesi,2019,13769,36.66280811,20.64018336,35.05751097,0.273843412,0.731412024,58,9,62,0.263,0.715
407,Adonis Garcia,2019,13777,67.66864392,8.538321461,40.17360573,0.268772053,0.72237624,#N/A,#N/A,#N/A,#N/A,#N/A
408,Kevin Plawecki,2019,13807,27.17636897,15.883999,27.91757408,0.225935851,0.709768316,13,3,17,0.222,0.629
409,Matt Duffy,2019,13836,60.85175201,-1.205911577,43.45643961,0.284772799,0.737272554,12,1,12,0.252,0.67
410,Joey Wendle,2019,13853,75.40103997,12.30784883,97.26740926,0.307309035,0.778748024,32,3,19,0.231,0.633
411,Devon Travis,2019,13862,43.78378781,7.659935605,31.53813582,0.249401336,0.687619626,#N/A,#N/A,#N/A,#N/A,#N/A
412,Bruce Maxwell,2019,13866,27.36218913,3.203348919,23.91463917,0.254827504,0.736217771,#N/A,#N/A,#N/A,#N/A,#N/A
413,Patrick Kivlehan,2019,13910,19.55565349,10.10488839,26.33439065,0.19828257,0.69666154,#N/A,#N/A,#N/A,#N/A,#N/A
414,Addison Russell,2019,14106,56.27185296,6.854266013,41.67981869,0.249243515,0.736604924,25,9,23,0.237,0.699
415,Albert Almora Jr.,2019,14109,51.74526376,9.527993126,55.2018698,0.290161735,0.687553642,41,12,32,0.236,0.651
416,Joey Gallo,2019,14128,70.89714824,31.63488187,59.66055041,0.190747531,0.891925558,54,22,49,0.253,0.986
417,Greg Bird,2019,14131,30.64885688,20.7993667,52.47069517,0.207888837,0.757006241,#N/A,#N/A,#N/A,#N/A,#N/A
418,Daniel Robertson,2019,14145,42.91905874,8.739314,33.09442319,0.255502458,0.741481492,23,2,19,0.213,0.607
419,Byron Buxton,2019,14161,56.17452815,18.34339048,51.5124106,0.245884037,0.729869739,48,10,46,0.262,0.827
420,Carlos Correa,2019,14162,66.58413546,11.0974838,88.28185607,0.255603869,0.774488118,42,21,59,0.279,0.926
421,Jorge Soler,2019,14221,31.20080518,24.12444231,37.49049751,0.263509952,0.748623841,95,48,117,0.265,0.922
422,Yasiel Puig,2019,14225,59.16862437,21.7669209,60.41865633,0.256418636,0.763274665,76,24,84,0.267,0.785
423,Mitch Haniger,2019,14274,78.86116514,24.40721967,79.05505859,0.284421875,0.807899504,46,15,32,0.22,0.778
