Name,Season,playerid,runsPredicted,HRsPredicted,RBIsPredicted,AVGPredicted,opsPredicted,linearSVRRuns,linearSvrHR,linearSvrRBI,linearSvrAVG,linearSvrOPS,svrRuns,SvrHR,svrRBI,svrAVG,svrOPS,runs,hr,rbi,avg,ops
J.P. Arencibia,2017,697,18.65874701,14.93958118,26.60709179,0.174572116,0.608070802,17.38845211,14.22993298,27.15197084,0.161824059,0.608075143,24.40000883,10.57936482,27.87305576,0.254,0.701004091,#REF!,#REF!,#REF!,#REF!,#REF!
Torii Hunter,2017,731,59.26845853,17.02804493,62.58671524,0.257001708,0.732888867,59.07073847,16.59632864,61.48758833,0.257183562,0.73272205,58.53456434,17.94418887,61.81618842,0.254,0.766965162,#REF!,#REF!,#REF!,#REF!,#REF!
David Ortiz,2017,745,87.63945535,35.76903219,115.4583933,0.286724948,0.973590199,88.52883725,34.71175774,110.9887857,0.302723565,0.971542896,82.95269778,31.36255975,89.99171977,0.254,0.886529131,#REF!,#REF!,#REF!,#REF!,#REF!
A.J. Pierzynski,2017,746,29.48922542,4.02122249,32.57034704,0.223225806,0.621374984,30.04887653,3.867767713,30.9764961,0.215205868,0.622054705,31.80098723,4.201658515,29.52696625,0.254,0.681118683,#REF!,#REF!,#REF!,#REF!,#REF!
Endy Chavez,2017,768,25.21624684,-0.787335719,23.35806026,0.245923574,0.687996823,26.56076044,-0.54770443,21.50373408,0.244009793,0.688735672,25.12208229,2.239068649,21.35680831,0.254,0.739632918,#REF!,#REF!,#REF!,#REF!,#REF!
Todd Frazier,2017,785,84.72052985,30.20268535,101.1636468,0.246583002,0.781270909,80.39789362,29.10704626,98.8005401,0.24796439,0.779999416,81.83828017,32.19185096,92.56798424,0.254,0.785947981,#REF!,#REF!,#REF!,#REF!,#REF!
Brandon Phillips,2017,791,65.06164151,11.42457999,62.44624965,0.279641625,0.726285135,66.19678261,11.1645415,59.02815823,0.280936469,0.726556079,68.91727856,9.587509719,59.09547291,0.254,0.75311121,#REF!,#REF!,#REF!,#REF!,#REF!
Derek Jeter,2017,826,62.38949136,5.999768197,51.07026753,0.260718013,0.617061344,63.6337259,5.936587146,48.43412447,0.256069886,0.618045206,64.02001702,5.318257106,49.90022453,0.254,0.686116885,#REF!,#REF!,#REF!,#REF!,#REF!
Alfonso Soriano,2017,847,20.44262581,7.318692891,26.81679375,0.217360515,0.611001314,19.40653129,6.883179274,25.0629673,0.206745929,0.611434535,24.15637544,6.174742195,24.83119107,0.254,0.686231881,#REF!,#REF!,#REF!,#REF!,#REF!
Marlon Byrd,2017,950,63.03509876,19.00740117,66.50869706,0.264388833,0.742785384,61.33978971,18.49445989,66.53872605,0.265023735,0.742435471,60.1538238,20.27163731,66.92960222,0.254,0.772043555,#REF!,#REF!,#REF!,#REF!,#REF!
Jimmy Rollins,2017,971,62.06945977,13.22704685,53.07178118,0.245503439,0.700790341,59.63427015,12.87176376,54.11612018,0.243788568,0.700827727,57.07245565,13.23548579,54.38244901,0.254,0.751718152,#REF!,#REF!,#REF!,#REF!,#REF!
Aramis Ramirez,2017,1002,55.87572848,14.67984459,59.68879065,0.255473705,0.735874364,55.78494592,14.28320027,59.02790417,0.25587432,0.73577159,54.5729426,14.10486642,57.55927831,0.254,0.766281685,#REF!,#REF!,#REF!,#REF!,#REF!
Ichiro Suzuki,2017,1101,41.04999767,-1.36177718,23.54135577,0.258670442,0.672664909,42.69165718,-1.068103464,24.13971144,0.257240295,0.673539555,45.48200706,0.933470024,28.97253372,0.254,0.720250145,#REF!,#REF!,#REF!,#REF!,#REF!
Andrew Romine,2017,1159,33.1828949,3.706874373,29.58446562,0.241730387,0.645575481,33.62859696,3.876284288,28.53968077,0.237256631,0.646138539,32.24750028,5.013161637,27.84893507,0.254,0.706331825,#REF!,#REF!,#REF!,#REF!,#REF!
Albert Pujols,2017,1177,76.9325529,28.06083275,97.61009696,0.255028721,0.783131141,76.77244391,27.11352677,93.31626963,0.257818126,0.782174125,77.35819962,27.35564334,89.24920096,0.254,0.784907948,#REF!,#REF!,#REF!,#REF!,#REF!
Chris Johnson,2017,1191,27.1364283,4.239710751,27.8656676,0.243618633,0.618196008,27.52117772,4.331373708,27.43573256,0.236599795,0.618868052,28.28780408,5.122426475,25.17064938,0.254,0.681400262,#REF!,#REF!,#REF!,#REF!,#REF!
Carl Crawford,2017,1201,43.00132168,7.044293413,35.12656298,0.276712416,0.768008574,43.9864133,7.258905603,35.02389212,0.280700672,0.768293778,44.08508436,8.349725323,37.07572172,0.254,0.77588725,#REF!,#REF!,#REF!,#REF!,#REF!
Ryan Ludwick,2017,1260,40.18427517,9.614354174,45.66771443,0.245068021,0.683046875,41.14154746,9.457378961,43.59848572,0.242214613,0.683311363,41.32305805,9.017201448,41.34634586,0.254,0.738505637,#REF!,#REF!,#REF!,#REF!,#REF!
Alex Rodriguez,2017,1274,39.42759046,17.06166149,46.84938519,0.217808772,0.671202487,38.07593984,16.67721509,45.33330162,0.211770749,0.670994278,37.18132611,15.60921873,44.42390881,0.254,0.738178485,#REF!,#REF!,#REF!,#REF!,#REF!
Mark Teixeira,2017,1281,52.78136547,19.80582942,60.07152795,0.227494509,0.73501208,50.64722185,19.39889525,59.04064401,0.226038515,0.73449681,48.39546887,20.12711438,57.7695262,0.254,0.770995701,#REF!,#REF!,#REF!,#REF!,#REF!
Jayson Werth,2017,1327,64.59614401,17.36651655,61.45067734,0.251875204,0.741921188,63.41421738,16.95289706,60.40337264,0.253037183,0.74158471,60.28921475,18.24639722,62.31549096,0.254,0.770833258,#REF!,#REF!,#REF!,#REF!,#REF!
Ramon Santiago,2017,1417,20.93538005,-2.340168437,17.21534051,0.234916168,0.667070242,22.10525756,-1.783781921,16.04831416,0.233060514,0.667766463,22.86406836,1.911484029,20.23837801,0.254,0.730529264,#REF!,#REF!,#REF!,#REF!,#REF!
Nick Punto,2017,1429,20.82906498,0.374927562,13.14103216,0.213319458,0.589063052,20.0558471,0.520290334,14.66330309,0.205245854,0.589855318,22.62279923,1.975085759,19.91738174,0.254,0.677126234,#REF!,#REF!,#REF!,#REF!,#REF!
Wilson Ramos,2017,1433,57.43823284,19.03223707,68.31487675,0.269438808,0.764591893,57.9319176,18.85370778,65.3153769,0.271564261,0.764288799,57.81040006,19.49079776,64.19545188,0.254,0.774111068,#REF!,#REF!,#REF!,#REF!,#REF!
Mark Ellis,2017,1443,11.77239825,-2.607981714,11.51504303,0.175605026,0.466021117,12.82531078,-2.617512796,9.370283297,0.159113911,0.467200138,23.44175165,4.091644594,21.77937155,0.254,0.538489541,#REF!,#REF!,#REF!,#REF!,#REF!
Michael Cuddyer,2017,1534,43.71786624,11.38039182,42.16383964,0.267823919,0.789253839,42.70560924,11.43992471,42.36277379,0.271081472,0.789140408,41.79663903,11.57792317,41.21483928,0.254,0.780003635,#REF!,#REF!,#REF!,#REF!,#REF!
David Ross,2017,1551,19.19730167,13.01547234,31.10875099,0.239474764,0.783811097,20.91691049,13.19116054,25.73110681,0.240996435,0.783477198,25.30980684,10.45055589,28.44656382,0.254,0.776713537,#REF!,#REF!,#REF!,#REF!,#REF!
Coco Crisp,2017,1572,55.90113757,13.21809144,50.74089949,0.236003405,0.698992839,54.89185921,12.7904862,51.05732171,0.233544903,0.699101677,53.00852232,12.55610093,50.64288944,0.254,0.747061181,#REF!,#REF!,#REF!,#REF!,#REF!
Omar Infante,2017,1609,46.96127226,9.506718909,44.52251717,0.241855744,0.647958727,47.71978653,9.117215572,43.78076182,0.236158028,0.648468572,48.61470783,8.316629456,43.69010898,0.254,0.704764458,#REF!,#REF!,#REF!,#REF!,#REF!
Lyle Overbay,2017,1617,25.97861036,3.833565684,26.3354557,0.232102966,0.661047261,28.81232461,4.053868878,26.14210384,0.229008523,0.661577512,31.44265306,4.861683603,24.42472027,0.254,0.721800329,#REF!,#REF!,#REF!,#REF!,#REF!
Shane Victorino,2017,1677,19.25573261,-4.138691741,12.22547264,0.216414174,0.600020008,19.12529409,-3.750289411,11.52598475,0.209339373,0.60090949,25.20021954,0.899736925,20.98569385,0.254,0.676030005,#REF!,#REF!,#REF!,#REF!,#REF!
Chase Utley,2017,1679,59.57079172,12.72996331,51.9109095,0.247511525,0.69229754,58.24360499,12.38938322,51.92482989,0.245295098,0.692463129,56.40804843,12.47743836,51.98479968,0.254,0.741251153,#REF!,#REF!,#REF!,#REF!,#REF!
Reed Johnson,2017,1702,13.21012981,2.318976756,17.32671291,0.213583641,0.614020396,16.1753449,2.095232765,16.39829243,0.204390601,0.614713767,26.81320101,3.016726581,21.93554674,0.254,0.692199866,#REF!,#REF!,#REF!,#REF!,#REF!
Jose Reyes,2017,1736,45.57646873,7.284016947,36.79291982,0.25988048,0.740354021,43.91322426,7.18270963,36.72957779,0.260434674,0.74055452,44.39770929,7.343409845,37.45627647,0.254,0.762156816,#REF!,#REF!,#REF!,#REF!,#REF!
Justin Morneau,2017,1737,36.97188944,10.50009003,41.60412139,0.264560302,0.770343949,37.03869037,10.43424971,40.36587348,0.266391022,0.770286445,38.77900091,9.855674765,37.88778338,0.254,0.773564791,#REF!,#REF!,#REF!,#REF!,#REF!
Jhonny Peralta,2017,1738,51.2053012,11.31898508,51.24389914,0.257810694,0.730382742,50.39576122,11.14644385,49.75473966,0.257952814,0.730436706,49.37345914,11.36325001,48.46993661,0.254,0.76064954,#REF!,#REF!,#REF!,#REF!,#REF!
Miguel Cabrera,2017,1744,92.59195934,28.42883498,100.4512212,0.319230913,0.955216045,92.9670384,28.04964454,96.97213383,0.337584769,0.953733098,90.53793387,31.47256799,94.74732347,0.254,0.883768961,#REF!,#REF!,#REF!,#REF!,#REF!
Cody Ross,2017,1760,20.61010979,-2.467372893,17.54651377,0.23524053,0.628054396,20.87686208,-2.080237956,17.56638665,0.229702983,0.628860102,22.38538747,1.908114111,20.50497809,0.254,0.695452159,#REF!,#REF!,#REF!,#REF!,#REF!
David DeJesus,2017,1825,40.33535797,7.866139067,35.69575613,0.24168841,0.704965173,39.69860722,7.858031833,36.69730785,0.240403472,0.705207094,37.53877455,7.791872895,34.84348236,0.254,0.750900869,#REF!,#REF!,#REF!,#REF!,#REF!
Clint Barmes,2017,1830,19.48318013,2.073040895,19.89745016,0.230130628,0.633950956,20.06063714,1.956842085,19.09414911,0.22306129,0.634563871,23.92761909,3.035699204,21.49479121,0.254,0.699998769,#REF!,#REF!,#REF!,#REF!,#REF!
Jonny Gomes,2017,1845,37.05173505,8.193717619,37.13923974,0.245553988,0.687873159,37.95827722,8.207393556,35.57198735,0.243682523,0.688111584,36.43578744,8.35454824,34.05411315,0.254,0.740288686,#REF!,#REF!,#REF!,#REF!,#REF!
Rickie Weeks Jr.,2017,1849,26.41177806,11.36968223,26.81568376,0.252703977,0.78656992,27.03958126,11.57568344,27.71169683,0.25484828,0.786336701,28.3891227,9.873484834,27.63436367,0.254,0.779990838,#REF!,#REF!,#REF!,#REF!,#REF!
Joe Mauer,2017,1857,69.97620837,12.72849823,56.68917889,0.274856311,0.739751568,70.38632399,12.78161742,55.60995794,0.278481468,0.739916452,68.7658304,12.28200291,55.85221937,0.254,0.761874533,#REF!,#REF!,#REF!,#REF!,#REF!
Matt Holliday,2017,1873,49.07547473,15.20434224,51.73882916,0.254203714,0.792064111,48.49436771,15.07413504,52.18196871,0.258225085,0.791707131,47.46148392,15.27706135,50.70438343,0.254,0.783262225,#REF!,#REF!,#REF!,#REF!,#REF!
Josh Hamilton,2017,1875,41.5967813,9.772659954,45.79968807,0.274088149,0.744973479,42.0212414,9.77085073,42.16294736,0.276368331,0.745100641,42.93948583,10.01131529,41.05726045,0.254,0.770018109,#REF!,#REF!,#REF!,#REF!,#REF!
Jose Bautista,2017,1887,78.85827388,27.61385182,79.74412766,0.250557422,0.857398199,77.24451561,26.96212188,80.12298218,0.259394042,0.856090718,72.42423741,30.8630801,82.629658,0.254,0.819915539,#REF!,#REF!,#REF!,#REF!,#REF!
Adam LaRoche,2017,1904,57.44845425,16.0581923,58.68827944,0.249729146,0.727784584,57.13957251,15.73865439,57.58764741,0.250153489,0.727583588,54.53327935,16.5969163,57.1260182,0.254,0.766619874,#REF!,#REF!,#REF!,#REF!,#REF!
Andres Blanco,2017,1907,25.67452802,5.563838751,23.12196845,0.252248348,0.763242816,25.7445921,5.676061348,24.61366852,0.253322894,0.763367803,27.02209713,5.85754026,25.81971895,0.254,0.772078982,#REF!,#REF!,#REF!,#REF!,#REF!
Adrian Gonzalez,2017,1908,75.44628069,22.74250405,85.65889164,0.285554984,0.801063975,77.50381894,22.28092166,81.23237837,0.292191286,0.800543207,82.97818517,22.39976147,83.39530314,0.254,0.786234189,#REF!,#REF!,#REF!,#REF!,#REF!
Corey Hart,2017,1945,24.37363539,5.506867275,23.58509413,0.200252504,0.590055267,22.44768238,5.361341855,24.47779391,0.190139929,0.590627395,23.20858535,4.938594612,23.65274029,0.254,0.675800825,#REF!,#REF!,#REF!,#REF!,#REF!
Desmond Jennings,2017,1965,34.89242978,9.245789261,31.01407249,0.21845204,0.650820608,32.90047699,9.133557708,31.12493342,0.212363951,0.651093388,29.67923121,8.521043851,29.54805966,0.254,0.720025465,#REF!,#REF!,#REF!,#REF!,#REF!
Jeff Baker,2017,2073,21.30664257,3.083150495,17.01299004,0.252708707,0.700966517,22.52270604,3.154938064,18.51720622,0.250599129,0.701464259,23.23663898,4.119900017,20.33703544,0.254,0.746432855,#REF!,#REF!,#REF!,#REF!,#REF!
Alex Rios,2017,2090,49.88023173,8.740081382,44.21026717,0.258603817,0.697444635,49.7632787,8.500196147,44.28358726,0.256955655,0.697796863,49.70301508,7.745989733,44.13837827,0.254,0.740738952,#REF!,#REF!,#REF!,#REF!,#REF!
Josh Willingham,2017,2103,43.13609753,13.51418465,40.67803812,0.234837534,0.743048669,42.14742502,13.48159998,39.50335824,0.236169151,0.742758134,37.69201577,13.82815912,41.55979457,0.254,0.775720733,#REF!,#REF!,#REF!,#REF!,#REF!
David Peralta,2017,2136,55.56651474,14.234988,48.45870228,0.275907728,0.791639805,54.9147241,14.05207234,50.92075692,0.280408651,0.791409356,52.61076207,14.28619105,50.26048993,0.254,0.781894535,#REF!,#REF!,#REF!,#REF!,#REF!
Delmon Young,2017,2140,30.62651736,4.696244929,28.56965984,0.2778529,0.779035859,30.29242969,5.127311952,29.41898189,0.281485567,0.77927977,28.46229177,6.352612103,27.21541338,0.254,0.778047625,#REF!,#REF!,#REF!,#REF!,#REF!
Edwin Encarnacion,2017,2151,91.06487986,36.50766965,109.4940323,0.266472937,0.900404811,89.9393445,35.41879035,107.1785108,0.277457917,0.898520164,86.29043733,37.22557826,94.94538628,0.254,0.833206798,#REF!,#REF!,#REF!,#REF!,#REF!
Ryan Howard,2017,2154,46.09356294,25.67057392,64.40442069,0.21771548,0.711015256,44.11361732,24.90045386,63.2384994,0.21191583,0.710326674,46.07588669,22.13134913,60.20569159,0.254,0.765852193,#REF!,#REF!,#REF!,#REF!,#REF!
Grady Sizemore,2017,2197,42.40017605,8.51982557,38.43196883,0.245726273,0.695068128,41.70164295,8.389947129,39.51651454,0.243552632,0.695325684,40.87151267,8.189548364,38.16985001,0.254,0.744015912,#REF!,#REF!,#REF!,#REF!,#REF!
Ryan Raburn,2017,2218,25.0980075,10.40192139,27.37782208,0.250022261,0.763243755,25.71497796,10.4905158,27.48970444,0.250467282,0.763066101,25.46837438,8.91663998,26.41999441,0.254,0.771467798,#REF!,#REF!,#REF!,#REF!,#REF!
Jason Bourgeois,2017,2225,21.38262238,0.238176502,12.90171939,0.220418921,0.626010906,20.22702719,0.481594496,14.15069287,0.213497716,0.626711739,23.9365318,2.773821199,20.78013098,0.254,0.69148745,#REF!,#REF!,#REF!,#REF!,#REF!
Kelly Johnson,2017,2234,35.2120858,10.58470595,39.50368276,0.244274638,0.708681932,35.52315213,10.60789397,38.91817867,0.242108013,0.708798618,35.89683179,10.00331262,35.84176962,0.254,0.750704302,#REF!,#REF!,#REF!,#REF!,#REF!
Carlos Santana,2017,2396,91.26075378,27.37202302,88.74139568,0.254912492,0.823226428,88.87609728,26.66885221,89.85326726,0.262228454,0.822085673,87.45454469,27.42039823,91.74810249,0.254,0.799472376,#REF!,#REF!,#REF!,#REF!,#REF!
Darwin Barney,2017,2430,30.64420192,1.016949033,24.90260941,0.243862718,0.679073592,30.91559359,1.228170999,24.27506176,0.241040511,0.67967549,29.06016097,2.880241458,23.64778826,0.254,0.725466016,#REF!,#REF!,#REF!,#REF!,#REF!
Nelson Cruz,2017,2434,99.83075426,36.02572309,113.8841016,0.297334196,0.915315537,95.43082715,35.28650423,111.8425179,0.310577907,0.91340033,89.95367854,35.84068196,91.51044498,0.254,0.835098563,#REF!,#REF!,#REF!,#REF!,#REF!
Pedro Alvarez,2017,2495,52.56658061,24.04462264,64.04751917,0.251822566,0.803368418,50.44529873,23.77990013,63.10556929,0.254311587,0.802530507,48.22947792,20.99192717,60.92153931,0.254,0.787905212,#REF!,#REF!,#REF!,#REF!,#REF!
Lucas Duda,2017,2502,65.87056288,20.85456676,71.1946026,0.258685223,0.793165962,64.67563126,20.33080866,70.29405414,0.263120108,0.792468335,61.72116839,21.89156888,71.14099829,0.254,0.788362664,#REF!,#REF!,#REF!,#REF!,#REF!
Hank Conger,2017,2505,35.69729527,10.30294625,36.2783285,0.237867235,0.705862127,35.29320739,10.16774858,35.98773694,0.235729822,0.705967869,33.45079205,9.846924954,33.96407239,0.254,0.754201615,#REF!,#REF!,#REF!,#REF!,#REF!
Yonder Alonso,2017,2530,49.21715208,7.361255727,45.43442053,0.253311401,0.700580179,50.49966968,7.282507508,44.23035255,0.252541006,0.701049227,50.1295217,6.295403367,45.03058671,0.254,0.740997507,#REF!,#REF!,#REF!,#REF!,#REF!
Chris Parmelee,2017,2554,29.18827868,4.888737252,27.55110622,0.24682239,0.691047114,28.51790564,4.971648574,28.30469239,0.244236656,0.691415187,26.16870106,5.431106345,25.9435676,0.254,0.744289759,#REF!,#REF!,#REF!,#REF!,#REF!
Peter Bourjos,2017,2578,34.20302788,5.510021985,26.1199766,0.241513604,0.659644006,33.72967488,5.372842332,27.19265115,0.236214459,0.660095067,34.52400344,5.519786378,27.01272637,0.254,0.713566283,#REF!,#REF!,#REF!,#REF!,#REF!
Carlos Ruiz,2017,2579,30.12630239,-0.689780715,22.71007527,0.235553464,0.672015545,29.51519408,-0.236577541,22.8809209,0.233643737,0.672666631,26.33315902,2.310882497,22.02068019,0.254,0.725500638,#REF!,#REF!,#REF!,#REF!,#REF!
Zack Cozart,2017,2616,47.99883942,12.08538755,47.889893,0.241757205,0.727262853,46.06974107,11.7369149,46.64024558,0.239752577,0.727208006,45.85120147,12.29986304,46.20794719,0.254,0.757759403,#REF!,#REF!,#REF!,#REF!,#REF!
Brandon Guyer,2017,2636,45.12498913,6.79951402,35.22095912,0.259465923,0.778692702,44.47402218,7.04460512,36.81268303,0.264180403,0.778749339,40.89369327,7.296441185,36.46377071,0.254,0.7793957,#REF!,#REF!,#REF!,#REF!,#REF!
Garrett Jones,2017,2714,63.07607426,15.15176545,62.87626098,0.250235838,0.720038371,61.20545857,14.62740851,62.81608305,0.24939502,0.719927536,60.01608752,14.68125178,61.80929304,0.254,0.76342413,#REF!,#REF!,#REF!,#REF!,#REF!
Travis Snider,2017,2830,42.21647958,10.13190333,39.51549543,0.250972082,0.724461702,41.91221747,10.11600847,40.43209328,0.250973049,0.724547352,40.29197506,10.24578222,38.77038829,0.254,0.761101763,#REF!,#REF!,#REF!,#REF!,#REF!
Roberto Perez,2017,2900,26.32137751,10.12755711,23.46102604,0.246776009,0.749972516,25.88087757,10.66068341,22.82555402,0.248339962,0.749953412,24.32746819,8.887067603,24.85961471,0.254,0.771746066,#REF!,#REF!,#REF!,#REF!,#REF!
Angel Pagan,2017,2918,60.90284781,8.405411384,48.45244878,0.26894533,0.71298413,60.30052178,8.280475222,47.96198817,0.269384054,0.713377905,59.3562721,7.104429111,48.11524125,0.254,0.747691734,#REF!,#REF!,#REF!,#REF!,#REF!
Michael Morse,2017,3035,47.43664461,12.51621904,45.95031309,0.260529942,0.730771691,46.75115127,12.51033156,46.79013225,0.261342266,0.730798972,45.10133337,12.75475341,45.01096123,0.254,0.765672651,#REF!,#REF!,#REF!,#REF!,#REF!
Mike Napoli,2017,3057,72.25193985,25.41779335,76.54514047,0.257496177,0.779142041,70.17649683,24.82698825,76.70550988,0.260633309,0.778220333,67.56169889,27.47219925,78.4894684,0.254,0.784791337,#REF!,#REF!,#REF!,#REF!,#REF!
Mitch Moreland,2017,3086,58.90388717,20.86762392,70.4738412,0.251536547,0.747609137,57.38771535,20.37430653,69.53678533,0.251022186,0.747053779,55.73345441,21.62517305,67.55327216,0.254,0.77162147,#REF!,#REF!,#REF!,#REF!,#REF!
Gregor Blanco,2017,3123,33.41903699,1.014644236,22.77874695,0.246603708,0.676936243,34.35793352,1.207917744,22.95841318,0.24475672,0.677560269,32.9009049,2.219758918,24.56550078,0.254,0.723914036,#REF!,#REF!,#REF!,#REF!,#REF!
Robinson Chirinos,2017,3142,41.1873782,12.75797279,43.32985478,0.241168146,0.733163851,40.51331463,12.53371764,42.37006084,0.240219825,0.73304706,39.22957814,12.55185627,40.9950426,0.254,0.765675529,#REF!,#REF!,#REF!,#REF!,#REF!
Domonic Brown,2017,3154,40.54428385,9.927869407,40.28434634,0.236955439,0.672872351,40.61849185,9.717498016,40.22414992,0.232946083,0.673148905,40.86532634,9.806105114,38.87549871,0.254,0.729732013,#REF!,#REF!,#REF!,#REF!,#REF!
Shin-Soo Choo,2017,3174,49.5025123,12.63647844,40.72670052,0.258889131,0.776401546,47.54903957,12.93301472,41.94306144,0.263224552,0.776160177,43.81425855,13.27022044,42.41603573,0.254,0.77933691,#REF!,#REF!,#REF!,#REF!,#REF!
Dioner Navarro,2017,3179,35.75497829,8.464830774,38.79371103,0.224742049,0.624522519,36.65014824,8.128415532,37.82880933,0.21704313,0.625017179,38.2346013,7.501186121,35.97323019,0.254,0.689819605,#REF!,#REF!,#REF!,#REF!,#REF!
Brayan Pena,2017,3231,44.08561915,5.12606364,40.11202438,0.248295519,0.68336172,43.87443682,5.161112795,39.66511657,0.246217478,0.683832657,43.35609175,5.260293414,38.43419255,0.254,0.731325719,#REF!,#REF!,#REF!,#REF!,#REF!
Franklin Gutierrez,2017,3255,33.0439433,16.81447797,39.23920001,0.256748835,0.78095316,32.83566192,17.0610717,38.0332587,0.258843427,0.780626599,30.81403456,13.47507122,37.16160706,0.254,0.780578637,#REF!,#REF!,#REF!,#REF!,#REF!
Welington Castillo,2017,3256,46.23225676,16.60269461,56.40116129,0.259217174,0.740191913,46.60415503,16.29634727,54.59658939,0.258905901,0.739956663,47.26136561,16.78151863,52.35369662,0.254,0.765276683,#REF!,#REF!,#REF!,#REF!,#REF!
Robinson Cano,2017,3269,95.06135146,27.45262333,100.6784679,0.291788062,0.847388147,92.72526125,26.78001356,98.03694118,0.301283381,0.846332475,92.24278037,29.3782754,92.35790257,0.254,0.803783308,#REF!,#REF!,#REF!,#REF!,#REF!
Charlie Culberson,2017,3298,15.74009826,4.062833268,17.5342817,0.197502087,0.543042148,17.22213765,3.853317248,16.83179014,0.183762171,0.543674785,22.45084043,3.955336906,21.04286607,0.254,0.609984887,#REF!,#REF!,#REF!,#REF!,#REF!
Martin Prado,2017,3312,71.51893154,12.15809236,63.16828889,0.29083978,0.758455863,73.78836036,11.97054554,61.57093378,0.296055619,0.758732099,77.56392923,8.788715012,60.92177681,0.254,0.769227525,#REF!,#REF!,#REF!,#REF!,#REF!
Alberto Callaspo,2017,3336,39.42094029,4.905799517,36.19084894,0.233638329,0.644683439,40.13393037,4.936761748,34.83385056,0.229206736,0.64526561,39.63760143,4.997314151,33.94949401,0.254,0.706382249,#REF!,#REF!,#REF!,#REF!,#REF!
Matt Joyce,2017,3353,35.147041,12.18966593,32.76118874,0.238981677,0.761653705,36.40724896,12.39439886,33.55962624,0.241557301,0.761471819,36.17471934,11.73820661,33.0708517,0.254,0.776315384,#REF!,#REF!,#REF!,#REF!,#REF!
Gaby Sanchez,2017,3361,27.50506302,8.215427437,30.11704468,0.221257454,0.678029665,28.66428446,7.933050974,30.43638228,0.216376529,0.678288436,32.66027442,7.195373113,29.39951183,0.254,0.741821335,#REF!,#REF!,#REF!,#REF!,#REF!
Miguel Montero,2017,3364,36.17695043,10.86337157,38.07093267,0.236548939,0.706469814,36.93243682,10.98841412,36.50047956,0.235425777,0.706533433,35.23674536,10.90284044,34.99457103,0.254,0.749198748,#REF!,#REF!,#REF!,#REF!,#REF!
