Name,Season,League,Position,playerid,runsPredicted,HRsPredicted,RBIsPredicted,AVGPredicted,opsPredicted,linearSvrRBI,linearSvrAVG,linearSvrHR,linearSvrOPS,linearSVRRuns,svrRBI,svrAVG,SvrHR,svrOPS,svrRuns,runsActual,HRsActual,RBIsActuals,AVGActuals,OpsActuals
Joey Wendle,2019,AL,2B,13853,66.4147532,11.62309094,57.19141546,0.296410287,0.78891747,54.53891061,0.29656143,11.53673672,0.789122588,68.72100266,55.6809708,0.2565,8.473387502,0.797371559,26.83770835,32,3,19,0.231,0.633
Elias Diaz,2019,AL,C,11680,28.67258709,5.473501292,29.91198541,0.241367824,0.727395393,28.50342824,0.244047645,5.657285008,0.727328623,28.64358484,25.91670864,0.2565,6.127095348,0.776720508,40.64941775,31,2,28,0.241,0.603
Tony Kemp,2019,AL,OF,14894,34.32001525,4.046472545,30.21886746,0.246333067,0.742981088,28.31164655,0.247696378,4.266668415,0.743088235,34.95933757,27.14433226,0.2565,5.442177987,0.785785816,27.69516326,31,8,29,0.212,0.671
Stephen Vogt,2019,AL,DH,5000,49.84889791,14.07570812,51.70108896,0.243466641,0.726263637,50.50681408,0.243153863,13.99092976,0.726270599,49.16337926,49.83334513,0.2565,13.47880118,0.780147653,59.47547923,30,10,40,0.263,0.804
Jonathan Lucroy,2019,AL,C,7870,48.63655525,7.626794661,44.15572261,0.24675695,0.669904955,42.30515666,0.244089461,7.512725957,0.669416038,49.92752164,42.63221454,0.2565,6.395885653,0.732684452,53.20489652,30,8,36,0.232,0.66
Mike Zunino,2019,AL,C,13265,49.75569788,21.98981047,58.56882313,0.234505749,0.720321782,58.62585628,0.235901373,21.84346104,0.720612582,46.67636862,57.43600189,0.2565,19.58083436,0.79081578,30.42681018,30,9,32,0.165,0.544
Greg Allen,2019,AL,OF,16623,31.32415276,-0.267166008,19.01580668,0.244692212,0.653019429,20,0.247644863,-0.122197613,0.652457922,30.89184212,20.6356928,0.2565,1.513825628,0.72238167,23.81546128,30,4,27,0.229,0.636
Russell Martin,2019,AL,C,4616,45.69283817,11.20792118,36.42556947,0.214636148,0.690458346,36.70637839,0.214454681,11.24064577,0.690557766,44.17655398,37.35213701,0.2565,11.46706434,0.7705284,70.1492008,29,6,20,0.22,0.667
Austin Romine,2019,AL,C,5491,24.63964965,8.780872549,29.03534215,0.227016644,0.667909346,27.34668555,0.229243246,8.822210495,0.667645238,25.22613309,24.83506104,0.2565,8.500952535,0.742779114,59.70854565,29,8,35,0.281,0.748
Ian Kinsler,2019,AL,2B,6195,70.14775823,15.56511142,59.29122703,0.237991612,0.709335638,60.57217023,0.233711852,15.37657942,0.709296136,67.21919035,62.79213648,0.2565,14.36570743,0.775900035,58.56749977,28,9,22,0.217,0.646
Chris Davis,2019,AL,1B,9272,56.15061689,19.61851007,58.94116987,0.220519218,0.622159779,57.87337065,0.217250016,19.31435919,0.621740868,53.51650128,58.97535861,0.2565,18.42400051,0.720850952,48.94449307,26,12,36,0.179,0.601
Keon Broxton,2019,AL,OF,9253,49.27397998,15.78077386,45.04123856,0.259962592,0.751491326,45.31776952,0.263886497,15.82605253,0.751699098,47.54122404,46.27028241,0.2565,15.34383337,0.79116119,54.78736733,24,6,16,0.167,0.517
Justin Bour,2019,AL,1B,9744,58.52983278,20.47673291,63.18104976,0.259756388,0.799934656,60.5952414,0.260915972,20.39661358,0.80046993,58.25001677,61.09688943,0.2565,20.67879079,0.805029587,53.05237079,18,8,26,0.172,0.623
Tyler White,2019,AL,1B,15564,30.88356806,12.99084924,33.43834318,0.248119846,0.820084359,34.10089618,0.250816029,13.21566157,0.820739374,30.41862227,31.58615006,0.2565,11.22525938,0.809054891,24.21942737,18,3,23,0.208,0.612
Jeff Mathis,2019,AL,C,3448,17.40378706,0.341304559,15.0995254,0.21358418,0.560784647,14.98524195,0.218592238,0.339113579,0.55992326,17.54396796,21.81977132,0.2565,1.902155209,0.619126704,74.70705981,17,2,12,0.158,0.433
Kendrys Morales,2019,AL,DH,8610,65.20661916,21.53571881,73.58090155,0.25274626,0.76678682,70.33798992,0.251402053,21.33449702,0.767110866,63.90177412,69.56141235,0.2565,22.43385329,0.798965226,53.92546199,16,2,12,0.194,0.566
Sandy Leon,2019,AL,C,5273,25.29467407,6.47441948,25.28601493,0.204924313,0.584322536,24.33370236,0.206224778,6.404814944,0.583597666,25.17829734,23.39148629,0.2565,5.527194722,0.635780255,65.14662803,14,5,19,0.192,0.548
Jace Peterson,2019,AL,2B,12325,25.08298828,3.430337615,20.18413878,0.214451102,0.642508279,20.67798021,0.217361465,3.501594793,0.642180897,25.48301046,21.48350154,0.2565,3.60087778,0.724714446,42.41546018,14,2,11,0.22,0.599
Jon Jay,2019,AL,OF,5227,61.86175968,4.128417506,34.31439969,0.278663833,0.703720348,36.13669802,0.276901811,4.154812239,0.703355747,61.68881447,41.75467433,0.2565,3.689477982,0.76203291,66.91651675,12,0,9,0.267,0.626
Matt Duffy,2019,AL,3B,13836,60.11272326,4.575777529,42.93531794,0.278124416,0.708992306,41.93899067,0.275490385,4.585897274,0.708728807,60.38621949,43.98671921,0.2565,4.346925332,0.768750452,27.05508806,12,1,12,0.252,0.67
Josh Harrison,2019,AL,3B,8202,50.1323771,9.009547467,44.99583189,0.250622708,0.694807397,43.46880241,0.249339354,8.965690603,0.69452107,49.61126997,43.5501195,0.2565,8.227424327,0.756105105,57.65338389,10,1,8,0.175,0.48
Lucas Duda,2019,AL,1B,2502,48.96300224,18.1963214,56.52320963,0.242484763,0.757079817,55.05088492,0.244605971,18.11330195,0.75741573,47.80339684,54.16686948,0.2565,17.31550479,0.796341786,81.93216917,7,4,15,0.171,0.576
Zack Cozart,2019,AL,3B,2616,46.66897395,11.45805386,39.71244769,0.234701259,0.747974877,40.35268315,0.23684485,11.51258158,0.748214328,45.09685037,40.89621022,0.2565,10.53229963,0.790787855,81.87136004,4,0,7,0.124,0.322
Greg Garcia,2019,NL,2B,10951,25.41268281,-0.986098464,19.81023398,0.227593523,0.653110258,18.51926345,0.230221202,-0.792406415,0.65272852,25.67687046,20.78018261,0.2565,2.474121097,0.737989433,47.53595233,52,4,31,0.248,0.718
Orlando Arcia,2019,NL,SS,13185,41.38051284,5.960915707,37.19317639,0.246481986,0.62740729,36.45565227,0.245392746,5.898384729,0.626672511,40.78976383,35.73808877,0.2565,5.873898998,0.684167138,32.73274857,51,15,59,0.223,0.633
David Bote,2019,NL,3B,14593,20.4252485,9.709211565,22.57471712,0.243045265,0.726976996,21.69681366,0.248090576,9.905702055,0.727049256,21.4687664,23.22408409,0.2565,8.652162311,0.780103052,26.73750414,47,11,41,0.257,0.785
Jake Bauers,2019,AL,OF,15194,41.79196488,15.44273616,40.14461718,0.215188469,0.699998749,39.05989872,0.215752901,15.35340677,0.700198426,42.52250701,40.98749808,0.2565,15.3138812,0.777163761,27.72585949,46,12,43,0.226,0.683
Chad Pinder,2019,AL,OF,15191,42.40920648,12.98521121,40.38931009,0.253910681,0.762291077,40.23650629,0.256308178,13.12897153,0.762622713,40.25156938,39.27015002,0.2565,11.72590393,0.796507159,24.66051308,45,13,47,0.24,0.706
Tony Wolters,2019,NL,C,11470,20.29529752,1.62793344,14.61907126,0.202383186,0.606519599,14.54281308,0.206820407,1.683179472,0.605815278,21.13042327,20.15104563,0.2565,2.441200079,0.682298129,41.79241601,42,1,42,0.262,0.666
Ehire Adrianza,2019,AL,3B,8418,37.83216768,7.129280506,35.23726418,0.247538342,0.679989667,34.56206783,0.248929328,7.125257784,0.679659981,38.34693881,35.79621326,0.2565,6.407204566,0.745390915,53.65296821,34,5,22,0.272,0.765
Ronald Guzman,2019,AL,1B,14388,49.10718758,17.29405279,49.47111392,0.243739484,0.722050566,51.02833683,0.246413091,17.1622052,0.722093573,48.04388526,50.97308111,0.2565,17.67831773,0.780855894,25.71892741,34,10,36,0.219,0.723
Jeimer Candelario,2019,AL,3B,13621,76.74471659,18.78503571,63.32169153,0.24182137,0.710034717,64.69893074,0.240108875,18.54185485,0.710134827,73.73092092,67.13252315,0.2565,18.41236618,0.780666894,29.08805622,33,8,32,0.203,0.643
Matt Joyce,2019,NL,OF,3353,42.66512069,12.13479087,39.95061814,0.225288586,0.733967738,38.39363459,0.226373949,12.21389874,0.734247621,41.61212781,39.53545353,0.2565,11.9179906,0.788074551,77.2579522,32,7,23,0.295,0.858
Victor Caratini,2019,NL,C,14968,16.977805,-0.602659346,14.33013099,0.215375994,0.597015895,13.88569408,0.218803538,-0.509910627,0.596320953,17.59977456,20.85578673,0.2565,2.241054018,0.677315663,26.07799389,31,11,34,0.266,0.794
Guillermo Heredia,2019,AL,OF,18721,41.1235993,3.048022637,33.21191996,0.230152525,0.657616141,31.47342352,0.228412621,3.129242621,0.657251906,40.27445934,29.65642563,0.2565,3.59626166,0.735002801,23.15092591,31,5,20,0.225,0.668
Tyler Austin,2019,NL,OF,11850,31.1316385,22.416591,40.84489651,0.233887723,0.767020003,40.307046,0.23732835,22.46364768,0.767520606,30.08544256,39.60638737,0.2565,17.26517193,0.801549365,42.60314394,30,9,24,0.188,0.705
Phillip Ervin,2019,NL,OF,14738,26.70755199,6.633725306,27.53134134,0.245805182,0.727993598,25.97622833,0.250165989,6.819494406,0.727967009,27.18015885,24.21062963,0.2565,6.968667169,0.776738383,27.7557581,30,7,23,0.271,0.797
Gordon Beckham,2019,AL,2B,9015,25.11864278,6.166511999,27.65408132,0.206839916,0.641003652,25.58647494,0.208123202,6.169746831,0.640625117,26.06401297,24.89018639,0.2565,5.231008823,0.71541538,51.19288076,29,6,15,0.215,0.643
Ronny Rodriguez,2019,AL,2B,11875,17.11721745,4.652597782,21.41420447,0.199907081,0.590994028,19.05582059,0.202050157,4.667134774,0.590327568,17.08397476,23.0903696,0.2565,4.766696212,0.652710267,44.10240089,29,14,43,0.221,0.69
John Hicks,2019,AL,C,12547,36.15898647,7.465644151,33.48078207,0.256660461,0.715024071,33.37376751,0.259870362,7.584429988,0.714935481,35.14621179,30.66992001,0.2565,7.82262153,0.772511553,37.41885438,29,13,35,0.21,0.62
Victor Reyes,2019,AL,OF,15487,17.68203719,-0.704241878,7.070919582,0.205583735,0.526964772,8.77077386,0.207980574,-0.707965803,0.525809704,16.74340493,19.93379925,0.2565,2.390445096,0.587871529,25.79317294,29,3,25,0.304,0.767
Jake Cave,2019,AL,OF,14477,37.11663109,16.64494556,36.89803782,0.27445212,0.785974841,36.84581367,0.280232888,16.78262263,0.78633406,36.71208507,39.1250483,0.2565,16.23130765,0.80095077,25.61812576,28,8,25,0.258,0.805
Brad Miller,2019,NL,3B,12775,37.67089372,10.68778436,36.48821926,0.247499236,0.712184311,36.23956438,0.250442916,10.72573247,0.712213368,37.19019739,33.58255871,0.2565,9.923242272,0.774411975,35.0798135,26,13,25,0.26,0.894
Adam Engel,2019,AL,OF,15082,42.38445823,6.42510388,31.66447807,0.230906024,0.585635823,32.32884522,0.228595535,6.317340813,0.584859873,40.67348108,33.52917839,0.2565,5.078587282,0.641142888,26.96445644,26,6,26,0.242,0.687
Jordy Mercer,2019,AL,SS,6547,53.48182278,10.08871203,51.07398874,0.260810774,0.707328662,48.39905219,0.259625122,10.01830736,0.707045919,53.84731632,48.20586652,0.2565,8.749419557,0.758878843,59.29254936,24,9,22,0.27,0.747
Sean Rodriguez,2019,NL,3B,6589,44.57145955,20.20643603,51.01349432,0.279110159,0.858967712,48.94511098,0.284932211,20.34784384,0.859779733,44.6607342,50.14000226,0.2565,19.37821731,0.819353639,60.64383304,24,4,12,0.223,0.723
Cheslor Cuthbert,2019,AL,1B,10473,61.73637245,11.445502,58.63208138,0.268122118,0.731029257,57.51680141,0.267056381,11.37185705,0.730920605,60.28390256,55.50646551,0.2565,10.17204756,0.777930836,43.06943103,24,9,40,0.246,0.673
Curt Casali,2019,NL,C,12510,24.26057742,9.659499743,26.44452452,0.199450678,0.60899816,25.55872037,0.200711564,9.624310215,0.608650806,23.50137608,24.90030962,0.2565,7.882965152,0.693620142,40.86222746,24,8,32,0.251,0.741
Ryon Healy,2019,AL,3B,15447,60.66047421,20.53640147,69.59318379,0.250414761,0.725432504,69.1214124,0.246683912,20.28072193,0.725495749,58.47360159,67.66928904,0.2565,21.7386739,0.787583314,24.22664869,24,7,26,0.237,0.744
Daniel Robertson,2019,AL,3B,14145,40.39457435,7.053350627,30.93141382,0.249770105,0.748105598,31.12196352,0.252749113,7.244098725,0.748376622,39.95989543,30.15842122,0.2565,8.004670363,0.790787869,26.4635333,23,2,19,0.213,0.607
Isiah Kiner-Falefa,2019,AL,C,16512,43.94920828,3.965542605,32.51125321,0.24939055,0.68204712,32.59817833,0.25069337,4.014291753,0.681596844,44.1469075,33.42713268,0.2565,4.167442519,0.743313096,24.24984435,23,1,21,0.238,0.62
Kevan Smith,2019,AL,C,12284,30.34957321,2.552200165,32.70270681,0.256174037,0.696991378,30.01454035,0.257950992,2.693412358,0.696555798,31.14684979,28.32101697,0.2565,4.543335938,0.752354196,39.62538396,21,5,20,0.251,0.71
Austin Slater,2019,NL,OF,16153,20.87151198,-3.587336244,15.35361107,0.262035969,0.639969352,14.73053308,0.267717139,-3.392120992,0.639406758,21.93600393,20.03890533,0.2565,1.937564959,0.733261234,25.30529494,20,5,21,0.238,0.75
Yairo Munoz,2019,NL,3B,16313,37.49053359,7.996560711,37.05320023,0.27579836,0.762909874,34.81689944,0.278797828,8.174535782,0.762959332,38.63428004,33.27106391,0.2565,9.284069094,0.788198395,25.61299958,20,2,13,0.267,0.653
J.T. Riddle,2019,NL,OF,17642,29.72260888,8.123442337,30.49060356,0.226789276,0.64887263,30.09117587,0.226818659,8.109421359,0.648435479,29.5124265,26.74973947,0.2565,7.650149401,0.719153423,25.09056354,15,6,12,0.189,0.601
Joey Rickard,2019,AL,OF,13277,27.61878986,5.520920611,25.0266775,0.233174728,0.683718745,25.40532642,0.236222739,5.663315302,0.683478075,26.42844303,23.60590048,0.2565,5.821318265,0.752504286,32.92523943,14,3,10,0.226,0.669
Eduardo Nunez,2019,AL,2B,6848,59.89463386,11.31473828,53.59362362,0.265205188,0.722227184,53.80852507,0.262602841,11.22580394,0.72199498,58.68557163,53.05464714,0.2565,10.17358245,0.771649299,60.04492632,13,2,20,0.228,0.548
Ryan Goins,2019,AL,3B,9807,40.23506683,11.03783934,49.35779176,0.239761006,0.642027083,44.70060651,0.236600126,10.81940766,0.641421734,42.82911356,43.90061062,0.2565,10.65313686,0.704823356,45.97516124,13,2,10,0.25,0.681
Chris Owings,2019,AL,2B,10030,34.6014227,7.018879653,32.96977089,0.232948193,0.639784335,32.17973691,0.234395393,6.986212069,0.639215076,34.40130409,31.49924003,0.2565,6.274264615,0.699808553,46.60850119,13,3,14,0.139,0.443
Andrew Knapp,2019,NL,C,14942,22.46337826,2.653929112,16.75602537,0.234237242,0.647794034,16.78535911,0.240074461,2.830310089,0.647446641,21.86600481,21.73104889,0.2565,4.496038679,0.725799756,25.73963481,12,2,8,0.213,0.642
Manny Pina,2019,NL,C,2829,39.66864376,7.766448635,37.03260083,0.249572025,0.716690815,35.61327419,0.251324687,7.861695986,0.716524786,38.98839309,34.02099815,0.2565,7.846723299,0.768903581,79.31713616,10,7,25,0.228,0.724
Rosell Herrera,2019,NL,OF,11611,28.99303354,0.387524918,20.48989141,0.224089234,0.603001187,21.45042678,0.225025744,0.417867494,0.602243921,28.57449307,22.0323446,0.2565,1.214631978,0.667657506,42.30318299,10,2,11,0.2,0.602
Luke Maile,2019,AL,C,13355,23.74082153,1.890405545,20.96872305,0.253645823,0.699006284,20.82695055,0.259388265,2.083445843,0.698888678,24.58892103,22.0312804,0.2565,3.646586257,0.764194283,30.42956188,9,2,9,0.151,0.44
Max Stassi,2019,AL,C,10059,29.01002987,10.17023169,26.4583418,0.231970429,0.710018203,27.68234808,0.235091524,10.31946425,0.710173063,28.04087421,26.18685106,0.2565,8.859263888,0.778632255,44.96333258,7,1,5,0.136,0.378
